Daily Share price high low and closing share prices -2008,,,,,,,,,1,
Company Id,:  AAIC,Security,Type :  N,Sub T,ype :  0000,,,,,
2008-02-18 00:00:00,2008-02-18 00:00:00,42.75,2008-02-18 00:00:00,41.25,41.25,2,1400,59250,2008-02-18 00:00:00,1
2008-02-19 00:00:00,2008-02-19 00:00:00,41.25,2008-02-19 00:00:00,40.25,40.25,3,3400,138175,2008-02-19 00:00:00,1
2008-02-21 00:00:00,2008-02-21 00:00:00,40,2008-02-21 00:00:00,40,40,2,600,24000,2008-02-21 00:00:00,1
2008-02-25 00:00:00,2008-02-25 00:00:00,42.75,2008-02-25 00:00:00,42.5,42.75,4,600,25625,2008-02-25 00:00:00,1
2008-02-26 00:00:00,2008-02-26 00:00:00,44,2008-02-26 00:00:00,42,42.25,14,7200,309175,2008-02-26 00:00:00,1
2008-02-27 00:00:00,2008-02-27 00:00:00,40.25,2008-02-27 00:00:00,40.25,40.25,1,100,4025,2008-02-27 00:00:00,1
2008-03-03 00:00:00,2008-03-03 00:00:00,44.5,2008-03-03 00:00:00,44,44.25,9,2900,128425,2008-03-03 00:00:00,1
2008-03-07 00:00:00,2008-03-07 00:00:00,44.5,2008-03-07 00:00:00,44.5,44.5,1,100,4450,2008-03-07 00:00:00,1
2008-03-11 00:00:00,2008-03-11 00:00:00,43,2008-03-11 00:00:00,43,43,1,300,12900,2008-03-11 00:00:00,1
2008-03-13 00:00:00,2008-03-13 00:00:00,42,2008-03-13 00:00:00,42,42,1,500,21000,2008-03-13 00:00:00,1
2008-03-17 00:00:00,2008-03-17 00:00:00,42,2008-03-17 00:00:00,42,42,2,400,16800,2008-03-17 00:00:00,1
2008-03-24 00:00:00,2008-03-24 00:00:00,44,2008-03-24 00:00:00,40.25,42.75,23,5000,214250,2008-03-24 00:00:00,1
2008-03-25 00:00:00,2008-03-25 00:00:00,43.75,2008-03-25 00:00:00,43.75,43.75,3,400,17500,2008-03-25 00:00:00,1
2008-03-31 00:00:00,2008-03-31 00:00:00,42.75,2008-03-31 00:00:00,40,40.75,7,2700,111150,2008-03-31 00:00:00,1
2008-04-02 00:00:00,2008-04-02 00:00:00,42,2008-04-02 00:00:00,42,42,2,600,25200,2008-04-02 00:00:00,1
2008-04-03 00:00:00,2008-04-03 00:00:00,42,2008-04-03 00:00:00,42,42,3,300,12600,2008-04-03 00:00:00,1
2008-04-07 00:00:00,2008-04-07 00:00:00,41.5,2008-04-07 00:00:00,40.25,41.25,4,1200,49300,2008-04-07 00:00:00,1
2008-04-09 00:00:00,2008-04-09 00:00:00,40.5,2008-04-09 00:00:00,40.25,40.5,4,1100,44425,2008-04-09 00:00:00,1
2008-04-15 00:00:00,2008-04-15 00:00:00,40.5,2008-04-15 00:00:00,40.5,40.5,1,300,12150,2008-04-15 00:00:00,1
2008-04-30 00:00:00,2008-04-30 00:00:00,38.5,2008-04-30 00:00:00,38.5,38.5,1,100,3850,2008-04-30 00:00:00,1
2008-05-02 00:00:00,2008-05-02 00:00:00,39,2008-05-02 00:00:00,39,39,1,100,3900,2008-05-02 00:00:00,1
2008-05-05 00:00:00,2008-05-05 00:00:00,39.5,2008-05-05 00:00:00,39,39,4,2000,78050,2008-05-05 00:00:00,1
2008-05-13 00:00:00,2008-05-13 00:00:00,39,2008-05-13 00:00:00,39,39,3,2000,78000,2008-05-13 00:00:00,1
2008-05-14 00:00:00,2008-05-14 00:00:00,41.5,2008-05-14 00:00:00,41.5,41.5,2,200,8300,2008-05-14 00:00:00,1
2008-05-27 00:00:00,2008-05-27 00:00:00,39,2008-05-27 00:00:00,39,39,1,100,3900,2008-05-27 00:00:00,1
2008-05-28 00:00:00,2008-05-28 00:00:00,38,2008-05-28 00:00:00,38,38,3,500,19000,2008-05-28 00:00:00,1
2008-05-29 00:00:00,2008-05-29 00:00:00,41.5,2008-05-29 00:00:00,41,41.25,2,200,8250,2008-05-29 00:00:00,1
2008-06-02 00:00:00,2008-06-02 00:00:00,40.75,2008-06-02 00:00:00,38,38,6,2600,99625,2008-06-02 00:00:00,1
2008-06-03 00:00:00,2008-06-03 00:00:00,40,2008-06-03 00:00:00,40,40,1,100,4000,2008-06-03 00:00:00,1
2008-06-05 00:00:00,2008-06-05 00:00:00,40,2008-06-05 00:00:00,38,39,4,1100,43000,2008-06-05 00:00:00,1
2008-06-06 00:00:00,2008-06-06 00:00:00,38,2008-06-06 00:00:00,38,38,1,300,11400,2008-06-06 00:00:00,1
2008-06-13 00:00:00,2008-06-13 00:00:00,37.5,2008-06-13 00:00:00,37.5,37.5,1,100,3750,2008-06-13 00:00:00,1
2008-06-23 00:00:00,2008-06-23 00:00:00,38,2008-06-23 00:00:00,36,38,2,500,18800,2008-06-23 00:00:00,1
2008-06-27 00:00:00,2008-06-27 00:00:00,36.5,2008-06-27 00:00:00,36,36,5,1200,43375,2008-06-27 00:00:00,1
2008-07-01 00:00:00,2008-07-01 00:00:00,35.25,2008-07-01 00:00:00,35.25,35.25,1,100,3525,2008-07-01 00:00:00,1
2008-07-02 00:00:00,2008-07-02 00:00:00,36.5,2008-07-02 00:00:00,36.25,36.25,2,500,18175,2008-07-02 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2009-01-12 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    12-JAN-2,009          PAGE:,2,
,,,==========,===========,===========,=========,=================,,,
Company Id,:  AAIC,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ASIAN A,LLIANCE,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-07-03 00:00:00,2008-07-03 00:00:00,36.25,2008-07-03 00:00:00,36.25,36.25,1,100,3625,2008-07-03 00:00:00,1
2008-07-07 00:00:00,2008-07-07 00:00:00,36.25,2008-07-07 00:00:00,36.25,36.25,1,500,18125,2008-07-07 00:00:00,1
2008-07-18 00:00:00,2008-07-18 00:00:00,38.5,2008-07-18 00:00:00,38.5,38.5,1,200,7700,2008-07-18 00:00:00,1
2008-07-31 00:00:00,2008-07-31 00:00:00,39.75,2008-07-31 00:00:00,39.25,39.5,3,400,15825,2008-07-31 00:00:00,1
2008-08-07 00:00:00,2008-08-07 00:00:00,40,2008-08-07 00:00:00,39.25,39.5,5,1800,71100,2008-08-07 00:00:00,1
2008-08-08 00:00:00,2008-08-08 00:00:00,44.5,2008-08-08 00:00:00,42,42,2,2300,101100,2008-08-08 00:00:00,1
2008-08-11 00:00:00,2008-08-11 00:00:00,40,2008-08-11 00:00:00,40,40,1,100,4000,2008-08-11 00:00:00,1
2008-08-12 00:00:00,2008-08-12 00:00:00,38.25,2008-08-12 00:00:00,38,38,7,3300,125650,2008-08-12 00:00:00,1
2008-08-15 00:00:00,2008-08-15 00:00:00,39,2008-08-15 00:00:00,39,39,2,500,19500,2008-08-15 00:00:00,1
2008-08-20 00:00:00,2008-08-20 00:00:00,38,2008-08-20 00:00:00,38,38,1,500,19000,2008-08-20 00:00:00,1
2008-08-21 00:00:00,2008-08-21 00:00:00,38,2008-08-21 00:00:00,38,38,1,100,3800,2008-08-21 00:00:00,1
2008-08-22 00:00:00,2008-08-22 00:00:00,38,2008-08-22 00:00:00,38,38,1,300,11400,2008-08-22 00:00:00,1
2008-08-25 00:00:00,2008-08-25 00:00:00,38,2008-08-25 00:00:00,38,38,4,2600,98800,2008-08-25 00:00:00,1
2008-08-26 00:00:00,2008-08-26 00:00:00,37,2008-08-26 00:00:00,36.5,36.75,2,200,7350,2008-08-26 00:00:00,1
2008-08-28 00:00:00,2008-08-28 00:00:00,39,2008-08-28 00:00:00,37.75,37.75,3,1100,42275,2008-08-28 00:00:00,1
2008-08-29 00:00:00,2008-08-29 00:00:00,39,2008-08-29 00:00:00,37.75,38,3,1800,68575,2008-08-29 00:00:00,1
2008-09-02 00:00:00,2008-09-02 00:00:00,37,2008-09-02 00:00:00,37,37,2,800,29600,2008-09-02 00:00:00,1
2008-09-18 00:00:00,2008-09-18 00:00:00,35.25,2008-09-18 00:00:00,35.25,35.25,1,1000,35250,2008-09-18 00:00:00,1
2008-09-24 00:00:00,2008-09-24 00:00:00,37.5,2008-09-24 00:00:00,37.5,37.5,3,3000,112500,2008-09-24 00:00:00,1
2008-09-25 00:00:00,2008-09-25 00:00:00,38,2008-09-25 00:00:00,37.25,37.75,8,2100,79425,2008-09-25 00:00:00,1
2008-09-26 00:00:00,2008-09-26 00:00:00,40,2008-09-26 00:00:00,38,38.5,6,10500,405150,2008-09-26 00:00:00,1
2008-10-09 00:00:00,2008-10-09 00:00:00,37,2008-10-09 00:00:00,37,37,1,100,3700,2008-10-09 00:00:00,1
2008-10-24 00:00:00,2008-10-24 00:00:00,34.75,2008-10-24 00:00:00,26.25,29,4,3500,104375,2008-10-24 00:00:00,1
2008-10-28 00:00:00,2008-10-28 00:00:00,33.75,2008-10-28 00:00:00,33.75,33.75,1,500,16875,2008-10-28 00:00:00,1
2008-10-30 00:00:00,2008-10-30 00:00:00,32.5,2008-10-30 00:00:00,23.25,28,2,1000,27875,2008-10-30 00:00:00,1
2008-11-04 00:00:00,2008-11-04 00:00:00,33,2008-11-04 00:00:00,33,33,4,1600,52800,2008-11-04 00:00:00,1
2008-11-05 00:00:00,2008-11-05 00:00:00,30.5,2008-11-05 00:00:00,30,30,4,6600,198775,2008-11-05 00:00:00,1
2008-11-06 00:00:00,2008-11-06 00:00:00,31,2008-11-06 00:00:00,29.75,30,24,62900,1888400,2008-11-06 00:00:00,1
2008-11-10 00:00:00,2008-11-10 00:00:00,36.5,2008-11-10 00:00:00,30,30,3,2400,72650,2008-11-10 00:00:00,1
2008-11-13 00:00:00,2008-11-13 00:00:00,30.5,2008-11-13 00:00:00,29.75,30,4,1600,47975,2008-11-13 00:00:00,1
2008-11-20 00:00:00,2008-11-20 00:00:00,26.5,2008-11-20 00:00:00,26,26.5,2,2100,55600,2008-11-20 00:00:00,1
2008-11-21 00:00:00,2008-11-21 00:00:00,28,2008-11-21 00:00:00,26,26,7,4600,125700,2008-11-21 00:00:00,1
2008-11-24 00:00:00,2008-11-24 00:00:00,31,2008-11-24 00:00:00,25.75,30,18,9200,271900,2008-11-24 00:00:00,1
2008-11-25 00:00:00,2008-11-25 00:00:00,27.25,2008-11-25 00:00:00,26.5,27,3,600,16250,2008-11-25 00:00:00,1
2008-11-26 00:00:00,2008-11-26 00:00:00,26.5,2008-11-26 00:00:00,26.5,26.5,2,400,10600,2008-11-26 00:00:00,1
2008-11-27 00:00:00,2008-11-27 00:00:00,30,2008-11-27 00:00:00,27,29.75,7,4000,118550,2008-11-27 00:00:00,1
2008-11-28 00:00:00,2008-11-28 00:00:00,35,2008-11-28 00:00:00,30,30.5,26,12300,401100,2008-11-28 00:00:00,1
2008-12-01 00:00:00,2008-12-01 00:00:00,32.5,2008-12-01 00:00:00,32.5,32.5,1,100,3250,2008-12-01 00:00:00,1
2008-12-02 00:00:00,2008-12-02 00:00:00,32,2008-12-02 00:00:00,30,30,3,600,18200,2008-12-02 00:00:00,1
2008-12-03 00:00:00,2008-12-03 00:00:00,30,2008-12-03 00:00:00,30,30,1,100,3000,2008-12-03 00:00:00,1
2008-12-18 00:00:00,2008-12-18 00:00:00,35,2008-12-18 00:00:00,30,32.25,6,1200,38675,2008-12-18 00:00:00,1
2008-12-19 00:00:00,2008-12-19 00:00:00,32,2008-12-19 00:00:00,29.5,29.75,14,3500,104750,2008-12-19 00:00:00,1
2008-12-30 00:00:00,2008-12-30 00:00:00,30,2008-12-30 00:00:00,30,30,4,3000,90000,2008-12-30 00:00:00,1
Company Id,:  ABAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ABANS,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-01-04 00:00:00,2008-01-04 00:00:00,77.5,2008-01-04 00:00:00,76.25,77.25,4,500,38475,2008-01-04 00:00:00,1
2008-01-08 00:00:00,2008-01-08 00:00:00,81,2008-01-08 00:00:00,78,78.25,7,1200,93900,2008-01-08 00:00:00,1
2008-01-10 00:00:00,2008-01-10 00:00:00,80,2008-01-10 00:00:00,80,80,1,100,8000,2008-01-10 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2009-01-12 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    12-JAN-2,009          PAGE:,3,
,,,==========,===========,===========,=========,=================,,,
Company Id,:  ABAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ABANS,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-01-11 00:00:00,2008-01-11 00:00:00,80,2008-01-11 00:00:00,80,80,1,100,8000,2008-01-11 00:00:00,1
2008-01-14 00:00:00,2008-01-14 00:00:00,75.5,2008-01-14 00:00:00,75.5,75.5,1,100,7550,2008-01-14 00:00:00,1
2008-01-25 00:00:00,2008-01-25 00:00:00,75.75,2008-01-25 00:00:00,75.75,75.75,1,200,15150,2008-01-25 00:00:00,1
2008-01-28 00:00:00,2008-01-28 00:00:00,75,2008-01-28 00:00:00,72,73.5,6,1000,73425,2008-01-28 00:00:00,1
2008-02-06 00:00:00,2008-02-06 00:00:00,78.5,2008-02-06 00:00:00,78.5,78.5,1,100,7850,2008-02-06 00:00:00,1
2008-02-07 00:00:00,2008-02-07 00:00:00,80,2008-02-07 00:00:00,80,80,1,200,16000,2008-02-07 00:00:00,1
2008-02-08 00:00:00,2008-02-08 00:00:00,77,2008-02-08 00:00:00,77,77,2,500,38500,2008-02-08 00:00:00,1
2008-02-12 00:00:00,2008-02-12 00:00:00,80,2008-02-12 00:00:00,78,79.25,2,500,39600,2008-02-12 00:00:00,1
2008-02-13 00:00:00,2008-02-13 00:00:00,80,2008-02-13 00:00:00,78,80,2,200,15800,2008-02-13 00:00:00,1
2008-02-18 00:00:00,2008-02-18 00:00:00,80,2008-02-18 00:00:00,80,80,1,100,8000,2008-02-18 00:00:00,1
2008-02-19 00:00:00,2008-02-19 00:00:00,80,2008-02-19 00:00:00,80,80,1,200,16000,2008-02-19 00:00:00,1
2008-02-25 00:00:00,2008-02-25 00:00:00,80,2008-02-25 00:00:00,80,80,2,200,16000,2008-02-25 00:00:00,1
2008-02-27 00:00:00,2008-02-27 00:00:00,89,2008-02-27 00:00:00,75.25,75.25,6,1700,143025,2008-02-27 00:00:00,1
2008-03-10 00:00:00,2008-03-10 00:00:00,78.5,2008-03-10 00:00:00,78.5,78.5,1,100,7850,2008-03-10 00:00:00,1
2008-03-12 00:00:00,2008-03-12 00:00:00,78,2008-03-12 00:00:00,75.5,76.75,2,200,15350,2008-03-12 00:00:00,1
2008-03-14 00:00:00,2008-03-14 00:00:00,80,2008-03-14 00:00:00,80,80,5,600,48000,2008-03-14 00:00:00,1
2008-03-31 00:00:00,2008-03-31 00:00:00,81.75,2008-03-31 00:00:00,81.75,81.75,1,200,16350,2008-03-31 00:00:00,1
2008-04-03 00:00:00,2008-04-03 00:00:00,81.75,2008-04-03 00:00:00,81.75,81.75,2,300,24525,2008-04-03 00:00:00,1
2008-04-22 00:00:00,2008-04-22 00:00:00,82,2008-04-22 00:00:00,82,82,1,400,32800,2008-04-22 00:00:00,1
2008-05-02 00:00:00,2008-05-02 00:00:00,75.25,2008-05-02 00:00:00,75.25,75.25,1,100,7525,2008-05-02 00:00:00,1
2008-05-06 00:00:00,2008-05-06 00:00:00,76,2008-05-06 00:00:00,76,76,1,200,15200,2008-05-06 00:00:00,1
2008-05-08 00:00:00,2008-05-08 00:00:00,76,2008-05-08 00:00:00,76,76,1,100,7600,2008-05-08 00:00:00,1
2008-05-22 00:00:00,2008-05-22 00:00:00,75.25,2008-05-22 00:00:00,75.25,75.25,1,100,7525,2008-05-22 00:00:00,1
2008-05-26 00:00:00,2008-05-26 00:00:00,75.25,2008-05-26 00:00:00,75.25,75.25,1,100,7525,2008-05-26 00:00:00,1
2008-05-29 00:00:00,2008-05-29 00:00:00,75,2008-05-29 00:00:00,75,75,1,200,15000,2008-05-29 00:00:00,1
2008-06-02 00:00:00,2008-06-02 00:00:00,75,2008-06-02 00:00:00,75,75,1,800,60000,2008-06-02 00:00:00,1
2008-06-03 00:00:00,2008-06-03 00:00:00,85,2008-06-03 00:00:00,78.25,79.5,5,1100,87450,2008-06-03 00:00:00,1
2008-06-04 00:00:00,2008-06-04 00:00:00,86,2008-06-04 00:00:00,84.75,86,3,1200,103075,2008-06-04 00:00:00,1
2008-06-05 00:00:00,2008-06-05 00:00:00,86,2008-06-05 00:00:00,86,86,1,200,17200,2008-06-05 00:00:00,1
2008-06-13 00:00:00,2008-06-13 00:00:00,82,2008-06-13 00:00:00,82,82,1,200,16400,2008-06-13 00:00:00,1
2008-06-19 00:00:00,2008-06-19 00:00:00,82,2008-06-19 00:00:00,82,82,1,300,24600,2008-06-19 00:00:00,1
2008-06-26 00:00:00,2008-06-26 00:00:00,75.25,2008-06-26 00:00:00,75.25,75.25,1,100,7525,2008-06-26 00:00:00,1
2008-06-27 00:00:00,2008-06-27 00:00:00,80,2008-06-27 00:00:00,80,80,1,200,16000,2008-06-27 00:00:00,1
2008-06-30 00:00:00,2008-06-30 00:00:00,76.25,2008-06-30 00:00:00,75,75.5,4,600,45275,2008-06-30 00:00:00,1
2008-07-01 00:00:00,2008-07-01 00:00:00,75.25,2008-07-01 00:00:00,75,75,5,1100,82525,2008-07-01 00:00:00,1
2008-07-04 00:00:00,2008-07-04 00:00:00,76,2008-07-04 00:00:00,76,76,1,100,7600,2008-07-04 00:00:00,1
2008-07-14 00:00:00,2008-07-14 00:00:00,84,2008-07-14 00:00:00,84,84,1,200,16800,2008-07-14 00:00:00,1
2008-08-18 00:00:00,2008-08-18 00:00:00,81.5,2008-08-18 00:00:00,78,80.25,4,800,63050,2008-08-18 00:00:00,1
2008-08-26 00:00:00,2008-08-26 00:00:00,87,2008-08-26 00:00:00,81.25,86,12,2400,202375,2008-08-26 00:00:00,1
2008-08-27 00:00:00,2008-08-27 00:00:00,92,2008-08-27 00:00:00,90,90,10,2100,190600,2008-08-27 00:00:00,1
2008-08-28 00:00:00,2008-08-28 00:00:00,92,2008-08-28 00:00:00,90,92,14,3200,291300,2008-08-28 00:00:00,1
2008-08-29 00:00:00,2008-08-29 00:00:00,93,2008-08-29 00:00:00,92,92.75,5,1300,120625,2008-08-29 00:00:00,1
2008-09-01 00:00:00,2008-09-01 00:00:00,95,2008-09-01 00:00:00,93,94.75,14,3700,349500,2008-09-01 00:00:00,1
2008-09-02 00:00:00,2008-09-02 00:00:00,95,2008-09-02 00:00:00,93,94.75,3,2100,199050,2008-09-02 00:00:00,1
2008-09-09 00:00:00,2008-09-09 00:00:00,97,2008-09-09 00:00:00,90,95.5,5,2500,238800,2008-09-09 00:00:00,1
2008-09-10 00:00:00,2008-09-10 00:00:00,95.5,2008-09-10 00:00:00,95.5,95.5,2,400,38200,2008-09-10 00:00:00,1
2008-09-23 00:00:00,2008-09-23 00:00:00,90,2008-09-23 00:00:00,90,90,1,2500,225000,2008-09-23 00:00:00,1
2008-09-25 00:00:00,2008-09-25 00:00:00,90,2008-09-25 00:00:00,90,90,1,100,9000,2008-09-25 00:00:00,1
2008-10-10 00:00:00,2008-10-10 00:00:00,73,2008-10-10 00:00:00,73,73,1,300,21900,2008-10-10 00:00:00,1
2008-10-23 00:00:00,2008-10-23 00:00:00,70.5,2008-10-23 00:00:00,68,70,6,2700,187025,2008-10-23 00:00:00,1
2008-10-28 00:00:00,2008-10-28 00:00:00,58,2008-10-28 00:00:00,58,58,1,200,11600,2008-10-28 00:00:00,1
2008-10-29 00:00:00,2008-10-29 00:00:00,65,2008-10-29 00:00:00,65,65,2,400,26000,2008-10-29 00:00:00,1
2008-10-31 00:00:00,2008-10-31 00:00:00,66,2008-10-31 00:00:00,65,65.25,2,300,19600,2008-10-31 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2009-01-12 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    12-JAN-2,009          PAGE:,4,
,,,==========,===========,===========,=========,=================,,,
Company Id,:  ABAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ABANS,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-11-04 00:00:00,2008-11-04 00:00:00,66,2008-11-04 00:00:00,66,66,1,200,13200,2008-11-04 00:00:00,1
2008-11-10 00:00:00,2008-11-10 00:00:00,67.25,2008-11-10 00:00:00,67.25,67.25,1,200,13450,2008-11-10 00:00:00,1
2008-11-11 00:00:00,2008-11-11 00:00:00,68.25,2008-11-11 00:00:00,68.25,68.25,2,200,13650,2008-11-11 00:00:00,1
2008-11-18 00:00:00,2008-11-18 00:00:00,60,2008-11-18 00:00:00,60,60,1,500,30000,2008-11-18 00:00:00,1
2008-11-20 00:00:00,2008-11-20 00:00:00,60,2008-11-20 00:00:00,60,60,1,200,12000,2008-11-20 00:00:00,1
2008-11-21 00:00:00,2008-11-21 00:00:00,60,2008-11-21 00:00:00,60,60,1,100,6000,2008-11-21 00:00:00,1
2008-12-03 00:00:00,2008-12-03 00:00:00,55,2008-12-03 00:00:00,55,55,2,200,11000,2008-12-03 00:00:00,1
2008-12-04 00:00:00,2008-12-04 00:00:00,53,2008-12-04 00:00:00,51,52.5,2,400,21000,2008-12-04 00:00:00,1
2008-12-17 00:00:00,2008-12-17 00:00:00,53,2008-12-17 00:00:00,50,52.25,5,700,36500,2008-12-17 00:00:00,1
2008-12-23 00:00:00,2008-12-23 00:00:00,51,2008-12-23 00:00:00,51,51,2,400,20400,2008-12-23 00:00:00,1
2008-12-24 00:00:00,2008-12-24 00:00:00,50,2008-12-24 00:00:00,50,50,1,100,5000,2008-12-24 00:00:00,1
Company Id,:  ACAP,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ASIA CA,PITAL,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-01-02 00:00:00,2008-01-02 00:00:00,11.5,2008-01-02 00:00:00,11.5,11.5,3,700,8050,2008-01-02 00:00:00,1
2008-01-03 00:00:00,2008-01-03 00:00:00,11.25,2008-01-03 00:00:00,11,11,8,7100,78500,2008-01-03 00:00:00,1
2008-01-04 00:00:00,2008-01-04 00:00:00,10.75,2008-01-04 00:00:00,10.25,10.5,5,2600,27200,2008-01-04 00:00:00,1
2008-01-07 00:00:00,2008-01-07 00:00:00,11.75,2008-01-07 00:00:00,11,11,7,3800,43300,2008-01-07 00:00:00,1
2008-01-09 00:00:00,2008-01-09 00:00:00,10.5,2008-01-09 00:00:00,10.25,10.5,6,1100,11450,2008-01-09 00:00:00,1
2008-01-11 00:00:00,2008-01-11 00:00:00,10.25,2008-01-11 00:00:00,10,10,20,7700,77150,2008-01-11 00:00:00,1
2008-01-14 00:00:00,2008-01-14 00:00:00,11,2008-01-14 00:00:00,10,10.5,9,2600,27050,2008-01-14 00:00:00,1
2008-01-16 00:00:00,2008-01-16 00:00:00,10.25,2008-01-16 00:00:00,10,10,15,4800,48025,2008-01-16 00:00:00,1
2008-01-17 00:00:00,2008-01-17 00:00:00,10.25,2008-01-17 00:00:00,10.25,10.25,2,400,4100,2008-01-17 00:00:00,1
2008-01-18 00:00:00,2008-01-18 00:00:00,10.25,2008-01-18 00:00:00,10.25,10.25,4,2500,25625,2008-01-18 00:00:00,1
2008-01-21 00:00:00,2008-01-21 00:00:00,9.75,2008-01-21 00:00:00,9.75,9.75,2,700,6825,2008-01-21 00:00:00,1
2008-01-23 00:00:00,2008-01-23 00:00:00,12.25,2008-01-23 00:00:00,9.75,10.5,23,47200,501300,2008-01-23 00:00:00,1
2008-01-24 00:00:00,2008-01-24 00:00:00,10.5,2008-01-24 00:00:00,10,10,10,8500,86700,2008-01-24 00:00:00,1
