Public Holding 2025 Q4 (DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2025-04,LANKA ASHOK LEYLAND PLC,ASHO.N0000,30.38%
2025-04,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,14.67%
2025-04,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,40.47%
2025-04,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,51.5%
2025-04,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,.01%
2025-04,AMANA TAKAFUL PLC,ATL.N0000,75.61%
2025-04,AMANA TAKAFUL LIFE PLC,ATLL.N0000,19.75%
2025-04,THE AUTODROME PLC,AUTO.N0000,20.33%
2025-04,BALANGODA  PLANTATIONS  PLC,BALA.N0000,27.4%
2025-04,BROWNS BEACH HOTELS PLC,BBH.N0000,9.09%
2025-04,BERUWALA RESORTS PLC,BERU.N0000,29.83%
2025-04,BAIRAHA FARMS PLC,BFL.N0000,63.74%
2025-04,ORIENT FINANCE PLC,BFN.N0000,6.14%
2025-04,RIVERINA HOTELS PLC,BHR.N0000,25.49%
2025-04,BROWNS INVESTMENTS PLC,BIL.N0000,19.67%
2025-04,BERUWELA WALK INN PLC,BINN.N0000,6.5%
2025-04,BIMPUTH LANKA INVESTMENTS PLC,BLI.N0000,16.67%
2025-04,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,55.97%
2025-04,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,99.99%
2025-04,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,13.54%
2025-04,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,10.13%
2025-04,B P P L HOLDINGS PLC ,BPPL.N0000,13.72%
2025-04,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,24.29%
2025-04,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,10%
2025-04,BROWN & COMPANY PLC,BRWN.N0000,16.44%
2025-04,BUKIT DARAH PLC,BUKI.N0000,22.72%
2025-04,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,38.84%
2025-04,DIALOG FINANCE PLC,CALF.N0000,.95%
2025-04,CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,10.98%
2025-04,CAPITAL ALLIANCE PLC,CALT.N0000,12.16%
2025-04,PRINTCARE PLC,CARE.N0000,35.05%
2025-04,CARGILLS (CEYLON) PLC,CARG.N0000,19.19%
2025-04,CARSON CUMBERBATCH PLC,CARS.N0000,13.93%
2025-04,CARGILLS BANK PLC,CBNK.N0000,39.14%
2025-04,CEYLON COLD STORES PLC,CCS.N0000,18.55%
2025-04,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,46.69%
2025-04,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,81.03%
2025-04,N D B CAPITAL HOLDINGS PLC,CDIC.N0000,.38%
2025-04,LANKA CERAMIC PLC,CERA.N0000,13.26%
2025-04,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,15.2%
2025-04,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,63.6%
2025-04,CHILAW FINANCE PLC,CFL.N0000,9.99%
2025-04,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,33.06%
2025-04,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,16.98%
2025-04,CEYLON HOSPITALS PLC,CHL.N0000,21.53%
2025-04,CEYLON HOSPITALS PLC,CHL.X0000,50.16%
2025-04,CHEMANEX PLC,CHMX.N0000,36.25%
2025-04,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,20.62%
2025-04,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,47.81%
2025-04,C I C HOLDINGS PLC,CIC.N0000,46.69%
2025-04,C I C HOLDINGS PLC,CIC.X0000,96.62%
2025-04,CENTRAL INDUSTRIES PLC,CIND.N0000,49.76%
2025-04,CEYLINCO HOLDINGS PLC,CINS.N0000,83.82%
2025-04,CEYLINCO HOLDINGS PLC,CINS.X0000,96.25%
2025-04,CEYLON INVESTMENT PLC,CINV.N0000,33.42%
2025-04,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,9.92%
2025-04,HIKKADUWA BEACH RESORT PLC,CITH.N0000,36.08%
2025-04,KALPITIYA BEACH RESORT PLC,CITK.N0000,27.82%
2025-04,WASKADUWA BEACH RESORT PLC,CITW.N0000,48.94%
2025-04,LOLC FINANCE PLC,CLC.N0000,1.78%
2025-04,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,38.59%
2025-04,CEYLON LEATHER PRODUCTS PLC,CLPL.W0013,26.35%
2025-04,CEYLON LEATHER PRODUCTS PLC,CLPL.W0014,26.35%
2025-04,RENUKA FOODS PLC,COCO.N0000,24.31%
2025-04,RENUKA FOODS PLC,COCO.X0000,72.25%
2025-04,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,18.99%
2025-04,C M HOLDINGS PLC,COLO.N0000,28.9%
2025-04,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,99.85%
2025-04,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,99.96%
2025-04,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,10%
2025-04,HAYLEYS LEISURE PLC,CONN.N0000,31.45%
2025-04,CO-OPERATIVE INSURANCE COMPANY PLC,COOP.N0000,60.8%
2025-04,CEYLON PRINTERS PLC,CPRT.N0000,27.4%
2025-04,SOFTLOGIC FINANCE PLC,CRL.N0000,3%
2025-04,SEYLAN DEVELOPMENTS PLC,CSD.N0000,25.31%
2025-04,JANASHAKTHI PLC,CSEC.N0000,1.92%
2025-04,NATION LANKA FINANCE PLC,CSF.N0000,34.28%
2025-04,NATION LANKA FINANCE PLC,CSF.W0021,56.71%
2025-04,CABLE SOLUTIONS PLC,CSLK.N0000,15.12%
2025-04,CEYLON TEA BROKERS PLC,CTBL.N0000,15.44%
2025-04,CEYLON TOBACCO COMPANY PLC,CTC.N0000,15.87%
2025-04,A I A INSURANCE LANKA PLC,CTCE.N0000,2.84%
2025-04,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,12.14%
2025-04,C T HOLDINGS PLC,CTHR.N0000,24.23%
2025-04,C T LAND DEVELOPMENT PLC,CTLD.N0000,15.14%
2025-04,C. W. MACKIE PLC,CWM.N0000,15.36%
2025-04,DFCC BANK PLC,DFCC.N0000,77.04%
2025-04,DIALOG AXIATA PLC,DIAL.N0000,15.85%
2025-04,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,33%
2025-04,DIPPED PRODUCTS PLC,DIPD.N0000,40.99%
2025-04,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,3.27%
2025-04,COLOMBO DOCKYARD PLC,DOCK.N0000,48.94%
2025-04,DANKOTUWA PORCELAIN PLC,DPL.N0000,34.98%
2025-04,EAST WEST PROPERTIES PLC,EAST.N0000,22.59%
2025-04,E B CREASY & COMPANY PLC,EBCR.N0000,26.82%
2025-04,E - CHANNELLING PLC,ECL.N0000,12.41%
2025-04,EDEN HOTEL LANKA PLC,EDEN.N0000,4.78%
2025-04,ELPITIYA PLANTATIONS PLC,ELPL.N0000,16.93%
2025-04,EASTERN MERCHANTS PLC,EMER.N0000,42.05%
2025-04,EQUITY ONE PLC,EQIT.N0000,3.72%
2025-04,ENTRUST SECURITIES PLC,ESL.N0000,10.96%
2025-04,EQUITY TWO PLC,ETWO.N0000,11.12%
2025-04,EXPOLANKA HOLDINGS PLC,EXPO.N0000,9.92%
2025-04,EXTERMINATORS PLC,EXT.N0000,31.16%
2025-04,FIRST CAPITAL TREASURIES PLC,FCT.N0000,10.64%
2025-04,BROWNS CAPITAL PLC,FLCH.N0000,17.6%
2025-04,GESTETNER OF CEYLON PLC,GEST.N0000,33.47%
2025-04,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,12.57%
2025-04,PGP GLASS CEYLON PLC,GLAS.N0000,21.24%
2025-04,GOOD HOPE PLC,GOOD.N0000,9.09%
2025-04,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,54.54%
2025-04,AMBEON HOLDINGS PLC,GREG.N0000,18.55%
2025-04,AMBEON HOLDINGS PLC,GREG.W0001,4.97%
2025-04,AMBEON HOLDINGS PLC,GREG.W0003,8.04%
2025-04,AMBEON HOLDINGS PLC,GREG.W0006,69.43%
2025-04,PRIME FINANCE PLC,GSF.N0000,11.86%
2025-04,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,31.6%
2025-04,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,9.99%
2025-04,HARISCHANDRA MILLS PLC,HARI.N0000,54.83%
2025-04,HNB ASSURANCE PLC,HASU.N0000,40.01%
2025-04,HAYCARB PLC,HAYC.N0000,31.15%
2025-04,HAYLEYS PLC,HAYL.N0000,37.09%
2025-04,hSENID BUSINESS SOLUTIONS PLC,HBS.N0000,57.59%
2025-04,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,50.23%
2025-04,HELA APPAREL HOLDINGS PLC,HELA.N0000,24.39%
2025-04,HAYLEYS FIBRE PLC,HEXP.N0000,34.99%
2025-04,HEMAS HOLDINGS PLC,HHL.N0000,36.84%
2025-04,HATTON NATIONAL BANK PLC,HNB.N0000,69%
2025-04,HATTON NATIONAL BANK PLC,HNB.X0000,99%
2025-04,HNB FINANCE PLC,HNBF.N0000,18.07%
2025-04,HNB FINANCE PLC,HNBF.X0000,13.47%
2025-04,HORANA PLANTATIONS PLC,HOPL.N0000,48.43%
2025-04,LOTUS HYDRO POWER PLC,HPFL.N0000,11.16%
2025-04,HATTON PLANTATIONS PLC,HPL.N0000,16.99%
2025-04,RESUS ENERGY PLC,HPWR.N0000,34.69%
2025-04,HOTEL SIGIRIYA PLC,HSIG.N0000,35.71%
2025-04,HUNAS HOLDINGS PLC,HUNA.N0000,9.16%
2025-04,HUNTER & COMPANY PLC,HUNT.N0000,27.08%
2025-04,HVA FOODS PLC,HVA.N0000,22.14%
2025-04,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,15.88%
2025-04,INDO-MALAY PLC,INDO.N0000,12.85%
2025-04,JAT HOLDINGS PLC,JAT.N0000,19.83%
2025-04,JETWING SYMPHONY PLC,JETS.N0000,19.29%
2025-04,FINLAYS COLOMBO PLC,JFIN.N0000,2.94%
2025-04,JANASHAKTHI INSURANCE PLC,JINS.N0000,19.97%
2025-04,JOHN KEELLS HOLDINGS PLC,JKH.N0000,73.68%
2025-04,JOHN KEELLS PLC,JKL.N0000,13.1%
2025-04,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,16.42%
2025-04,KELANI CABLES PLC,KCAB.N0000,20.2%
2025-04,KELSEY DEVELOPMENTS PLC,KDL.N0000,10.35%
2025-04,KEELLS FOOD PRODUCTS PLC,KFP.N0000,10.05%
2025-04,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,20.27%
2025-04,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,22.89%
2025-04,JOHN KEELLS HOTELS PLC,KHL.N0000,19.68%
2025-04,KOTAGALA PLANTATIONS PLC,KOTA.N0000,44.15%
2025-04,KAPRUKA HOLDINGS PLC,KPHL.N0000,20%
2025-04,KURUWITA TEXTILE MILLS PLC,KURU.N0000,19.74%
2025-04,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,27.32%
2025-04,CEYLON LAND & EQUITY PLC,KZOO.N0000,49.96%
2025-04,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,49.85%
2025-04,KOTMALE HOLDINGS PLC,LAMB.N0000,.49%
2025-04,LANKA CREDIT AND BUSINESS FINANCE PLC,LCBF.N0000,26.62%
2025-04,LANKEM CEYLON PLC,LCEY.N0000,21.94%
2025-04,LANKEM DEVELOPMENTS PLC,LDEV.N0000,43.11%
2025-04,LB FINANCE PLC,LFIN.N0000,21.47%
2025-04,LOLC GENERAL INSURANCE PLC,LGIL.N0000,10%
2025-04,LAUGFS GAS PLC,LGL.N0000,25.44%
2025-04,LAUGFS GAS PLC,LGL.X0000,100%
2025-04,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,20%
2025-04,THE  LIGHTHOUSE  HOTEL  PLC,LHL.N0000,19.67%
2025-04,LANKA IOC PLC,LIOC.N0000,24.88%
2025-04,LION BREWERY (CEYLON) PLC,LION.N0000,12.1%
2025-04,LAXAPANA PLC,LITE.N0000,19.99%
2025-04,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.X0000,100%
2025-04,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,49%
2025-04,LANKA MILK FOODS (CWE) PLC,LMF.N0000,33.83%
2025-04,LOLC FINANCE PLC,LOFC.N0000,3.31%
2025-04,L O L C HOLDINGS PLC,LOLC.N0000,15%
2025-04,LAUGFS POWER PLC,LPL.N0000,25.23%
2025-04,LAUGFS POWER PLC,LPL.X0000,100%
2025-04,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,26.06%
2025-04,LUMINEX PLC,LUMX.N0000,18.83%
2025-04,L V L ENERGY FUND PLC,LVEF.N0000,47.52%
2025-04,LANKA VENTURES PLC,LVEN.N0000,20.4%
2025-04,LANKA WALLTILE PLC,LWL.N0000,29.11%
2025-04,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,8.68%
2025-04,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,32.96%
2025-04,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,99.96%
2025-04,MARAWILA  RESORTS  PLC,MARA.N0000,43.48%
2025-04,MASKELIYA PLANTATIONS PLC,MASK.N0000,16.6%
2025-04,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,15.5%
2025-04,MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,90.77%
2025-04,MYLAND DEVELOPMENTS PLC,MDL.N0000,8.97%
2025-04,GREENTECH ENERGY PLC,MEL.N0000,44.11%
2025-04,MELSTACORP PLC,MELS.N0000,41.65%
2025-04,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,10.1%
2025-04,MULTI FINANCE  PLC,MFL.N0000,35.22%
2025-04,HAYLEYS FABRIC PLC,MGT.N0000,36.8%
2025-04,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,48.93%
2025-04,MORISON PLC,MORI.N0000,9.17%
2025-04,MORISON PLC,MORI.X0000,15.12%
2025-04,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,21.02%
2025-04,MAHAWELI REACH HOTELS PLC,MRH.N0000,21.94%
2025-04,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,37.98%
2025-04,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,48.66%
2025-04,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,32.02%
2025-04,NAMAL ACUITY VALUE FUND,NAVF.U0000,11.6%
2025-04,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,81.72%
2025-04,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,10.76%
2025-04,NESTLE LANKA PLC,NEST.N0000,8.05%
2025-04,NAWALOKA HOSPITALS PLC,NHL.N0000,34.22%
2025-04,L O L C DEVELOPMENT FINANCE PLC,NIFL.N0000,.18%
2025-04,NATIONS TRUST BANK PLC,NTB.N0000,35.79%
2025-04,NATIONS TRUST BANK PLC,NTB.X0000,.98%
2025-04,ODEL PLC,ODEL.N0000,1.19%
2025-04,OFFICE EQUIPMENT PLC,OFEQ.N0000,94%
2025-04,ON'ALLY HOLDINGS PLC,ONAL.N0000,3.76%
2025-04,ORIENT FINANCE PLC,ORIN.N0000,10%
2025-04,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,11.13%
2025-04,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,60.01%
2025-04,EX-PACK CORRUGATED CARTONS PLC,PACK.N0000,34.65%
2025-04,PALM GARDEN HOTELS PLC,PALM.N0000,1.08%
2025-04,PANASIAN POWER PLC,PAP.N0000,25%
2025-04,PARAGON CEYLON PLC,PARA.N0000,94.48%
2025-04,SWISSTEK (CEYLON) PLC,PARQ.N0000,30.73%
2025-04,PROPERTY DEVELOPMENT PLC,PDL.N0000,4.44%
2025-04,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,10.02%
2025-04,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,22.37%
2025-04,PEOPLE'S INSURANCE PLC,PINS.N0000,25%
2025-04,DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,48.43%
2025-04,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,24.98%
2025-04,PRIME LANDS RESIDENCIES PLC,PLR.N0000,24.71%
2025-04,PEOPLE`S MERCHANT FINANCE  PLC,PMB.N0000,18.41%
2025-04,RENUKA AGRI FOODS PLC,RAL.N0000,25.15%
2025-04,RENUKA HOTELS PLC,RCH.N0000,16.68%
2025-04,ROYAL CERAMICS LANKA PLC,RCL.N0000,43.54%
2025-04,CITRUS LEISURE PLC,REEF.N0000,27.09%
2025-04,CITRUS LEISURE PLC,REEF.W0018,62.23%
2025-04,CITRUS LEISURE PLC,REEF.W0019,62.23%
2025-04,REGNIS (LANKA) PLC,REG.N0000,41.71%
2025-04,RENUKA CITY HOTELS PLC.,RENU.N0000,27.86%
2025-04,RICHARD PIERIS EXPORTS PLC,REXP.N0000,15.87%
2025-04,RAMBODA FALLS PLC,RFL.N0000,25.96%
2025-04,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,85.12%
2025-04,RENUKA HOLDINGS PLC,RHL.N0000,29.61%
2025-04,RENUKA HOLDINGS PLC,RHL.X0000,44.41%
2025-04,THE FORTRESS RESORTS PLC,RHTL.N0000,18.37%
2025-04,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,40.16%
2025-04,R I L PROPERTY PLC,RIL.N0000,99.95%
2025-04,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,28.46%
2025-04,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,28.02%
2025-04,SAMPATH BANK PLC,SAMP.N0000,98.86%
2025-04,SOFTLOGIC CAPITAL PLC,SCAP.N0000,30.36%
2025-04,SANASA DEVELOPMENT BANK PLC,SDB.N0000,82.74%
2025-04,SARVODAYA DEVELOPMENT FINANCE PLC,SDF.N0000,40.99%
2025-04,SELINSING PLC,SELI.N0000,4.31%
2025-04,S M B FINANCE PLC,SEMB.N0000,35.56%
2025-04,S M B FINANCE PLC,SEMB.X0000,100%
2025-04,THE KINGSBURY PLC,SERV.N0000,39.17%
2025-04,SEYLAN BANK PLC,SEYB.N0000,54.87%
2025-04,SEYLAN BANK PLC,SEYB.X0000,47.34%
2025-04,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,21.42%
2025-04,SINGER FINANCE LANKA PLC,SFIN.N0000,20.05%
2025-04,SINHAPUTHRA FINANCE PLC,SFL.N0000,45.06%
2025-04,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,10%
2025-04,SHALIMAR (MALAY) PLC.,SHAL.N0000,.75%
2025-04,LEE HEDGES PLC,SHAW.N0000,28.52%
2025-04,SOFTLOGIC HOLDINGS PLC,SHL.N0000,11.22%
2025-04,SERENDIB HOTELS PLC,SHOT.N0000,14.49%
2025-04,SERENDIB HOTELS PLC,SHOT.X0000,26.65%
2025-04,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,33.82%
2025-04,SAMSON INTERNATIONAL PLC,SIL.N0000,43.94%
2025-04,STANDARD CAPITAL PLC,SING.N0000,34.74%
2025-04,SINGHE HOSPITALS PLC,SINH.N0000,13.25%
2025-04,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,12.27%
2025-04,SINGER (SRI LANKA) PLC,SINS.N0000,10.94%
2025-04,SIERRA CABLES PLC,SIRA.N0000,43.39%
2025-04,SERENDIB LAND PLC,SLND.N0000,11.43%
2025-04,SRI LANKA TELECOM PLC,SLTL.N0000,4.78%
2025-04,PEOPLE'S FINANCE PLC,SMLL.N0000,9.44%
2025-04,SATHOSA MOTORS PLC,SMOT.N0000,15.58%
2025-04,CONVENIENCE FOODS LANKA PLC,SOY.N0000,28.62%
2025-04,AITKEN SPENCE PLC,SPEN.N0000,47.52%
2025-04,DOLPHIN HOTELS PLC,STAF.N0000,30.67%
2025-04,SUNSHINE HOLDINGS PLC,SUN.N0000,31.35%
2025-04,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,44.92%
2025-04,THREE ACRE FARMS PLC,TAFL.N0000,27.78%
2025-04,TAL LANKA HOTELS PLC,TAJ.N0000,14.01%
2025-04,TANGERINE BEACH HOTELS PLC,TANG.N0000,36.27%
2025-04,AMBEON CAPITAL PLC,TAP.N0000,18.26%
2025-04,TESS AGRO PLC,TESS.N0000,47.72%
2025-04,TESS AGRO PLC,TESS.X0000,82.28%
2025-04,THE FINANCE COMPANY PLC,TFC.X0000,100%
2025-04,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,.35%
2025-04,LANKA TILES PLC,TILE.N0000,28.23%
2025-04,TEEJAY LANKA PLC,TJL.N0000,39.95%
2025-04,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,39.16%
2025-04,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,100%
2025-04,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,20.26%
2025-04,TRANS ASIA HOTELS PLC,TRAN.N0000,7.9%
2025-04,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,24.73%
2025-04,KELANI TYRES PLC,TYRE.N0000,46.96%
2025-04,UNION ASSURANCE PLC,UAL.N0000,10%
2025-04,UNION BANK OF COLOMBO PLC,UBC.N0000,29.16%
2025-04,UB FINANCE PLC,UBF.N0000,10.06%
2025-04,UNION CHEMICALS LANKA PLC,UCAR.N0000,21.47%
2025-04,UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,9.8%
2025-04,UNITED MOTORS LANKA PLC,UML.N0000,20.37%
2025-04,VALLIBEL FINANCE PLC,VFIN.N0000,21.27%
2025-04,VIDULLANKA PLC,VLL.N0000,27.15%
2025-04,VIDULLANKA PLC,VLL.x0000,70.29%
2025-04,VIDULLANKA PLC,VLL.X0000,72.85%
2025-04,VALLIBEL ONE PLC,VONE.N0000,19.5%
2025-04,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,40.52%
2025-04,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,36.93%
2025-04,WATAWALA  PLANTATIONS  PLC,WATA.N0000,23.17%
2025-04,WINDFORCE PLC,WIND.N0000,24.44%
2025-04,YORK ARCADE HOLDINGS PLC,YORK.N0000,48.48%
