Public Holding 2024Q4(DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2024-04,CHEMANEX PLC,CHMX.N0000,36.25%
2024-04,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,22.72%
2024-04,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,47.81%
2024-04,C I C HOLDINGS PLC,CIC.N0000,46.69%
2024-04,C I C HOLDINGS PLC,CIC.X0000,96.52%
2024-04,CENTRAL INDUSTRIES PLC,CIND.N0000,46.72%
2024-04,CEYLINCO HOLDINGS PLC,CINS.N0000,83.91%
2024-04,CEYLINCO HOLDINGS PLC,CINS.X0000,96.25%
2024-04,CEYLON INVESTMENT PLC,CINV.N0000,35.49%
2024-04,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,10.08%
2024-04,HIKKADUWA BEACH RESORT PLC,CITH.N0000,15.9%
2024-04,KALPITIYA BEACH RESORT PLC,CITK.N0000,27.82%
2024-04,WASKADUWA BEACH RESORT PLC,CITW.N0000,17.16%
2024-04,LOLC FINANCE PLC,CLC.N0000,1.78%
2024-04,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,38.59%
2024-04,CEYLON LEATHER PRODUCTS PLC,CLPL.W0013,26.35%
2024-04,CEYLON LEATHER PRODUCTS PLC,CLPL.W0014,26.35%
2024-04,RENUKA FOODS PLC,COCO.N0000,30.16%
2024-04,RENUKA FOODS PLC,COCO.X0000,69.84%
2024-04,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,18.98%
2024-04,C M HOLDINGS PLC,COLO.N0000,28.89%
2024-04,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,99.77%
2024-04,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,99.87%
2024-04,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,10%
2024-04,HAYLEYS LEISURE PLC,CONN.N0000,31.45%
2024-04,CO-OPERATIVE INSURANCE COMPANY PLC,COOP.N0000,99.89%
2024-04,CEYLON PRINTERS PLC,CPRT.N0000,96.52%
2024-04,SOFTLOGIC FINANCE PLC,CRL.N0000,2.17%
2024-04,SEYLAN DEVELOPMENTS PLC,CSD.N0000,25.31%
2024-04,JANASHAKTHI PLC,CSEC.N0000,1.92%
2024-04,NATION LANKA FINANCE PLC,CSF.N0000,23.21%
2024-04,NATION LANKA FINANCE PLC,CSF.W0021,56.71%
2024-04,CABLE SOLUTIONS PLC,CSLK.N0000,16%
2024-04,CEYLON TEA BROKERS PLC,CTBL.N0000,15.44%
2024-04,CEYLON TOBACCO COMPANY PLC,CTC.N0000,15.87%
2024-04,A I A INSURANCE LANKA PLC,CTCE.N0000,2.84%
2024-04,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,12.14%
2024-04,C T HOLDINGS PLC,CTHR.N0000,33.54%
2024-04,C T LAND DEVELOPMENT PLC,CTLD.N0000,15.43%
2024-04,C. W. MACKIE PLC,CWM.N0000,10.59%
2024-04,DFCC BANK PLC,DFCC.N0000,67.02%
2024-04,DIALOG AXIATA PLC,DIAL.N0000,15.82%
2024-04,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,59.6%
2024-04,DIPPED PRODUCTS PLC,DIPD.N0000,40.99%
2024-04,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,3.27%
2024-04,COLOMBO DOCKYARD PLC,DOCK.N0000,48.94%
2024-04,DANKOTUWA PORCELAIN PLC,DPL.N0000,12.57%
2024-04,EAST WEST PROPERTIES PLC,EAST.N0000,22.59%
2024-04,E B CREASY & COMPANY PLC,EBCR.N0000,24.21%
2024-04,E - CHANNELLING PLC,ECL.N0000,12.41%
2024-04,EDEN HOTEL LANKA PLC,EDEN.N0000,4.78%
2024-04,ELPITIYA PLANTATIONS PLC,ELPL.N0000,16.93%
2024-04,EASTERN MERCHANTS PLC,EMER.N0000,42.03%
2024-04,EQUITY ONE PLC,EQIT.N0000,3.72%
2024-04,ENTRUST SECURITIES PLC,ESL.N0000,10.96%
2024-04,EQUITY TWO PLC,ETWO.N0000,11.12%
2024-04,EXPOLANKA HOLDINGS PLC,EXPO.N0000,9.92%
2024-04,EXTERMINATORS PLC,EXT.N0000,19.27%
2024-04,FIRST CAPITAL TREASURIES PLC,FCT.N0000,10.64%
2024-04,BROWNS CAPITAL PLC,FLCH.N0000,17.6%
2024-04,GESTETNER OF CEYLON PLC,GEST.N0000,31.28%
2024-04,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,12.57%
2024-04,PGP GLASS CEYLON PLC,GLAS.N0000,21.22%
2024-04,GOOD HOPE PLC,GOOD.N0000,9.09%
2024-04,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,54.54%
2024-04,AMBEON HOLDINGS PLC,GREG.N0000,18.55%
2024-04,AMBEON HOLDINGS PLC,GREG.W0001,4.97%
2024-04,AMBEON HOLDINGS PLC,GREG.W0003,8.04%
2024-04,AMBEON HOLDINGS PLC,GREG.W0006,69.43%
2024-04,PRIME FINANCE PLC,GSF.N0000,11.86%
2024-04,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,33.98%
2024-04,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,9.99%
2024-04,HARISCHANDRA MILLS PLC,HARI.N0000,54.97%
2024-04,HNB ASSURANCE PLC,HASU.N0000,40.01%
2024-04,HAYCARB PLC,HAYC.N0000,31.15%
2024-04,HAYLEYS PLC,HAYL.N0000,37.09%
2024-04,hSENID BUSINESS SOLUTIONS PLC,HBS.N0000,57.6%
2024-04,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,36.08%
2024-04,HELA APPAREL HOLDINGS PLC,HELA.N0000,22.28%
2024-04,HAYLEYS FIBRE PLC,HEXP.N0000,34.99%
2024-04,HEMAS HOLDINGS PLC,HHL.N0000,36.83%
2024-04,HATTON NATIONAL BANK PLC,HNB.N0000,69%
2024-04,HATTON NATIONAL BANK PLC,HNB.X0000,99%
2024-04,HNB FINANCE PLC,HNBF.N0000,11.68%
2024-04,HNB FINANCE PLC,HNBF.X0000,.96%
2024-04,HORANA PLANTATIONS PLC,HOPL.N0000,48.44%
2024-04,LOTUS HYDRO POWER PLC,HPFL.N0000,11.17%
2024-04,HATTON PLANTATIONS PLC,HPL.N0000,11.99%
2024-04,RESUS ENERGY PLC,HPWR.N0000,34.69%
2024-04,HOTEL SIGIRIYA PLC,HSIG.N0000,35.71%
2024-04,HUNAS HOLDINGS PLC,HUNA.N0000,8.58%
2024-04,HUNTER & COMPANY PLC,HUNT.N0000,27.08%
2024-04,HVA FOODS PLC,HVA.N0000,11.91%
2024-04,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,15.88%
2024-04,INDO-MALAY PLC,INDO.N0000,12.85%
2024-04,JAT HOLDINGS PLC,JAT.N0000,18.63%
2024-04,JETWING SYMPHONY PLC,JETS.N0000,19.21%
2024-04,FINLAYS COLOMBO PLC,JFIN.N0000,2.94%
2024-04,JANASHAKTHI INSURANCE PLC,JINS.N0000,19.97%
2024-04,JOHN KEELLS HOLDINGS PLC,JKH.N0000,79.81%
2024-04,JOHN KEELLS PLC,JKL.N0000,13.1%
2024-04,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,16.46%
2024-04,KELANI CABLES PLC,KCAB.N0000,20.2%
2024-04,KELSEY DEVELOPMENTS PLC,KDL.N0000,10.35%
2024-04,KEELLS FOOD PRODUCTS PLC,KFP.N0000,10.05%
2024-04,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,20.27%
2024-04,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,15.95%
2024-04,JOHN KEELLS HOTELS PLC,KHL.N0000,19.68%
2024-04,KOTAGALA PLANTATIONS PLC,KOTA.N0000,40.13%
2024-04,KAPRUKA HOLDINGS PLC,KPHL.N0000,20%
2024-04,KURUWITA TEXTILE MILLS PLC,KURU.N0000,19.74%
2024-04,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,27.32%
2024-04,CEYLON LAND & EQUITY PLC,KZOO.N0000,32.31%
2024-04,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,49.85%
2024-04,KOTMALE HOLDINGS PLC,LAMB.N0000,.49%
2024-04,LANKA CREDIT AND BUSINESS FINANCE PLC,LCBF.N0000,21.95%
2024-04,LANKEM CEYLON PLC,LCEY.N0000,13.64%
2024-04,LANKEM DEVELOPMENTS PLC,LDEV.N0000,42.96%
2024-04,LB FINANCE PLC,LFIN.N0000,21.35%
2024-04,LOLC GENERAL INSURANCE PLC,LGIL.N0000,9.99%
2024-04,LAUGFS GAS PLC,LGL.N0000,25.19%
2024-04,LAUGFS GAS PLC,LGL.X0000,100%
2024-04,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,20%
2024-04,THE  LIGHTHOUSE  HOTEL  PLC,LHL.N0000,30.9%
2024-04,LANKA IOC PLC,LIOC.N0000,24.88%
2024-04,LION BREWERY (CEYLON) PLC,LION.N0000,12.1%
2024-04,LAXAPANA PLC,LITE.N0000,20.02%
2024-04,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.X0000,100%
2024-04,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,49%
2024-04,LANKA MILK FOODS (CWE) PLC,LMF.N0000,34.33%
2024-04,LOLC FINANCE PLC,LOFC.N0000,3.31%
2024-04,L O L C HOLDINGS PLC,LOLC.N0000,15.1%
2024-04,LAUGFS POWER PLC,LPL.N0000,25.23%
2024-04,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,26.06%
2024-04,LUMINEX PLC,LUMX.N0000,12.8%
2024-04,L V L ENERGY FUND PLC,LVEF.N0000,34.31%
2024-04,LANKA VENTURES PLC,LVEN.N0000,20.4%
2024-04,LANKA WALLTILE PLC,LWL.N0000,29.11%
2024-04,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,7.31%
2024-04,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,32.97%
2024-04,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,99.96%
2024-04,MARAWILA  RESORTS  PLC,MARA.N0000,43.66%
2024-04,MASKELIYA PLANTATIONS PLC,MASK.N0000,16.6%
2024-04,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,15.5%
2024-04,MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,89.04%
2024-04,MYLAND DEVELOPMENTS PLC,MDL.N0000,17.24%
2024-04,GREENTECH ENERGY PLC,MEL.N0000,44.11%
2024-04,MELSTACORP PLC,MELS.N0000,41.61%
2024-04,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,10.1%
2024-04,MULTI FINANCE  PLC,MFL.N0000,35.22%
2024-04,HAYLEYS FABRIC PLC,MGT.N0000,36.8%
2024-04,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,48.21%
2024-04,MORISON PLC,MORI.N0000,9.17%
2024-04,MORISON PLC,MORI.X0000,15.12%
2024-04,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,21.02%
2024-04,MAHAWELI REACH HOTELS PLC,MRH.N0000,19.39%
2024-04,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,37.98%
2024-04,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,48.66%
2024-04,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,32.02%
2024-04,NAMAL ACUITY VALUE FUND,NAVF.U0000,11.6%
2024-04,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,81.62%
2024-04,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,10.76%
2024-04,NESTLE LANKA PLC,NEST.N0000,8.05%
2024-04,NAWALOKA HOSPITALS PLC,NHL.N0000,34.23%
2024-04,L O L C DEVELOPMENT FINANCE PLC,NIFL.N0000,.18%
2024-04,NATIONS TRUST BANK PLC,NTB.N0000,35.79%
2024-04,NATIONS TRUST BANK PLC,NTB.X0000,.98%
2024-04,ODEL PLC,ODEL.N0000,2.26%
2024-04,OFFICE EQUIPMENT PLC,OFEQ.N0000,95.69%
2024-04,ON'ALLY HOLDINGS PLC,ONAL.N0000,3.76%
2024-04,ORIENT FINANCE PLC,ORIN.N0000,10%
2024-04,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,11.13%
2024-04,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,55.01%
2024-04,EX-PACK CORRUGATED CARTONS PLC,PACK.N0000,34.49%
2024-04,PALM GARDEN HOTELS PLC,PALM.N0000,1.08%
2024-04,PANASIAN POWER PLC,PAP.N0000,25%
2024-04,PARAGON CEYLON PLC,PARA.N0000,95.09%
2024-04,SWISSTEK (CEYLON) PLC,PARQ.N0000,30.2%
2024-04,PROPERTY DEVELOPMENT PLC,PDL.N0000,4.44%
2024-04,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,10.02%
2024-04,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,22.37%
2024-04,PEOPLE'S INSURANCE PLC,PINS.N0000,25%
2024-04,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,24.97%
2024-04,PRIME LANDS RESIDENCIES PLC,PLR.N0000,19.86%
2024-04,PEOPLE`S MERCHANT FINANCE  PLC,PMB.N0000,18.4%
2024-04,RENUKA AGRI FOODS PLC,RAL.N0000,24%
2024-04,RENUKA HOTELS PLC,RCH.N0000,17.83%
2024-04,ROYAL CERAMICS LANKA PLC,RCL.N0000,43.8%
2024-04,CITRUS LEISURE PLC,REEF.N0000,14.93%
2024-04,CITRUS LEISURE PLC,REEF.W0018,62.23%
2024-04,CITRUS LEISURE PLC,REEF.W0019,62.23%
2024-04,REGNIS (LANKA) PLC,REG.N0000,41.71%
2024-04,RENUKA CITY HOTELS PLC.,RENU.N0000,27.86%
2024-04,RICHARD PIERIS EXPORTS PLC,REXP.N0000,15.87%
2024-04,RAMBODA FALLS PLC,RFL.N0000,25.8%
2024-04,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,95.3%
2024-04,RENUKA HOLDINGS PLC,RHL.N0000,29.61%
2024-04,RENUKA HOLDINGS PLC,RHL.X0000,63.04%
2024-04,THE FORTRESS RESORTS PLC,RHTL.N0000,18.37%
2024-04,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,40.66%
2024-04,R I L PROPERTY PLC,RIL.N0000,41.58%
2024-04,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,28.46%
2024-04,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,28.05%
2024-04,SAMPATH BANK PLC,SAMP.N0000,98.82%
2024-04,SOFTLOGIC CAPITAL PLC,SCAP.N0000,22.35%
2024-04,SANASA DEVELOPMENT BANK PLC,SDB.N0000,76.65%
2024-04,SARVODAYA DEVELOPMENT FINANCE PLC,SDF.N0000,37.34%
2024-04,SELINSING PLC,SELI.N0000,4.31%
2024-04,S M B LEASING PLC,SEMB.N0000,35.56%
2024-04,S M B LEASING PLC,SEMB.X0000,100%
2024-04,THE KINGSBURY PLC,SERV.N0000,39.17%
2024-04,SEYLAN BANK PLC,SEYB.N0000,54.87%
2024-04,SEYLAN BANK PLC,SEYB.X0000,44.17%
2024-04,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,21.42%
2024-04,SINGER FINANCE LANKA PLC,SFIN.N0000,20.05%
2024-04,SINHAPUTHRA FINANCE PLC,SFL.N0000,45.06%
2024-04,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,10%
2024-04,SHALIMAR (MALAY) PLC.,SHAL.N0000,.75%
2024-04,LEE HEDGES PLC,SHAW.N0000,28.52%
2024-04,SOFTLOGIC HOLDINGS PLC,SHL.N0000,13.09%
2024-04,SERENDIB HOTELS PLC,SHOT.N0000,14.49%
2024-04,SERENDIB HOTELS PLC,SHOT.X0000,26.65%
2024-04,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,33.82%
2024-04,SAMSON INTERNATIONAL PLC,SIL.N0000,43.38%
2024-04,STANDARD CAPITAL PLC,SING.N0000,34.74%
2024-04,SINGHE HOSPITALS PLC,SINH.N0000,13.25%
2024-04,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,12.27%
2024-04,SINGER (SRI LANKA) PLC,SINS.N0000,10.94%
2024-04,SIERRA CABLES PLC,SIRA.N0000,42.79%
2024-04,SERENDIB LAND PLC,SLND.N0000,10.78%
2024-04,SRI LANKA TELECOM PLC,SLTL.N0000,4.78%
2024-04,PEOPLE'S FINANCE PLC,SMLL.N0000,9.44%
2024-04,SATHOSA MOTORS PLC,SMOT.N0000,15.56%
2024-04,CONVENIENCE FOODS LANKA PLC,SOY.N0000,28.62%
2024-04,AITKEN SPENCE PLC,SPEN.N0000,47.52%
2024-04,DOLPHIN HOTELS PLC,STAF.N0000,30.67%
2024-04,SUNSHINE HOLDINGS PLC,SUN.N0000,31.35%
2024-04,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,44.92%
2024-04,THREE ACRE FARMS PLC,TAFL.N0000,27.78%
2024-04,TAL LANKA HOTELS PLC,TAJ.N0000,17.24%
2024-04,TANGERINE BEACH HOTELS PLC,TANG.N0000,36.27%
2024-04,AMBEON CAPITAL PLC,TAP.N0000,17.73%
2024-04,TESS AGRO PLC,TESS.N0000,47.72%
2024-04,TESS AGRO PLC,TESS.X0000,82.28%
2024-04,THE FINANCE COMPANY PLC,TFC.X0000,100%
2024-04,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,.35%
2024-04,LANKA TILES PLC,TILE.N0000,28.23%
2024-04,TEEJAY LANKA PLC,TJL.N0000,40.03%
2024-04,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,39.16%
2024-04,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,100%
2024-04,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,20.26%
2024-04,TRANS ASIA HOTELS PLC,TRAN.N0000,7.76%
2024-04,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,33.09%
2024-04,KELANI TYRES PLC,TYRE.N0000,47.73%
2024-04,UNION ASSURANCE PLC,UAL.N0000,10%
2024-04,UNION BANK OF COLOMBO PLC,UBC.N0000,29.16%
2024-04,UB FINANCE PLC,UBF.N0000,10.05%
2024-04,UNION CHEMICALS LANKA PLC,UCAR.N0000,26.54%
2024-04,UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,9.8%
2024-04,UNITED MOTORS LANKA PLC,UML.N0000,24.49%
2024-04,VALLIBEL FINANCE PLC,VFIN.N0000,21.27%
2024-04,VIDULLANKA PLC,VLL.N0000,29.36%
2024-04,VIDULLANKA PLC,VLL.X0000,70.64%
2024-04,VIDULLANKA PLC,VLL.x0000,70.29%
2024-04,VALLIBEL ONE PLC,VONE.N0000,19.4%
2024-04,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,40.52%
2024-04,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,29.94%
2024-04,WATAWALA  PLANTATIONS  PLC,WATA.N0000,23.17%
2024-04,WINDFORCE PLC,WIND.N0000,24.43%
2024-04,YORK ARCADE HOLDINGS PLC,YORK.N0000,48.4%
