Public Holding 2022Q3 (DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2022-3,COLOMBO DOCKYARD PLC,DOCK.N0000,0.4894
2022-3,DANKOTUWA PORCELAIN PLC,DPL.N0000,0.2246
2022-3,EAST WEST PROPERTIES PLC,EAST.N0000,0.2259
2022-3,E B CREASY & COMPANY PLC,EBCR.N0000,0.2558
2022-3,E - CHANNELLING PLC,ECL.N0000,0.1241
2022-3,EDEN HOTEL LANKA PLC,EDEN.N0000,0.0785
2022-3,ELPITIYA PLANTATIONS PLC,ELPL.N0000,0.1693
2022-3,EASTERN MERCHANTS PLC,EMER.N0000,0.4096
2022-3,EQUITY ONE PLC,EQIT.N0000,0.0372
2022-3,ENTRUST SECURITIES PLC,ESL.N0000,0.1096
2022-3,EQUITY TWO PLC,ETWO.N0000,0.1117
2022-3,EXPOLANKA HOLDINGS PLC,EXPO.N0000,0.1666
2022-3,FIRST CAPITAL TREASURIES PLC,FCT.N0000,0.1055
2022-3,BROWNS CAPITAL PLC,FLCH.N0000,0.176
2022-3,GESTETNER OF CEYLON PLC,GEST.N0000,0.4489
2022-3,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,0.1257
2022-3,PGP GLASS CEYLON PLC,GLAS.N0000,0.2122
2022-3,GOOD HOPE PLC,GOOD.N0000,0.0904
2022-3,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,0.5454
2022-3,AMBEON HOLDINGS PLC,GREG.N0000,0.1855
2022-3,AMBEON HOLDINGS PLC,GREG.W0001,0.0497
2022-3,AMBEON HOLDINGS PLC,GREG.W0003,0.0804
2022-3,AMBEON HOLDINGS PLC,GREG.W0006,0.6943
2022-3,PRIME FINANCE PLC,GSF.N0000,0.1186
2022-3,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,0.3271
2022-3,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,0.1
2022-3,HARISCHANDRA MILLS PLC,HARI.N0000,0.4117
2022-3,HNB ASSURANCE PLC,HASU.N0000,0.3527
2022-3,HAYCARB PLC,HAYC.N0000,0.3143
2022-3,HAYLEYS PLC,HAYL.N0000,0.8811
2022-3,hSENID BUSINESS SOLUTIONS PLC,HBS.N0000,0.3462
2022-3,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,0.3606
2022-3,HELA APPAREL HOLDINGS PLC,HELA.N0000,0.2008
2022-3,HAYLEYS FIBRE PLC,HEXP.N0000,0.3499
2022-3,HEMAS HOLDINGS PLC,HHL.N0000,0.3508
2022-3,HATTON NATIONAL BANK PLC,HNB.N0000,0.69
2022-3,HATTON NATIONAL BANK PLC,HNB.X0000,0.99
2022-3,HNB FINANCE PLC,HNBF.N0000,0.1018
2022-3,HORANA PLANTATIONS PLC,HOPL.N0000,0.49
2022-3,LOTUS HYDRO POWER PLC,HPFL.N0000,0.1117
2022-3,HATTON PLANTATIONS PLC,HPL.N0000,0.1199
2022-3,RESUS ENERGY PLC,HPWR.N0000,0.3469
2022-3,HOTEL SIGIRIYA PLC,HSIG.N0000,0.3658
2022-3,HUNAS HOLDINGS PLC,HUNA.N0000,0.0653
2022-3,HUNTER & COMPANY PLC,HUNT.N0000,0.2708
2022-3,HVA FOODS PLC,HVA.N0000,0.218
2022-3,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,0.1588
2022-3,INDO-MALAY PLC,INDO.N0000,0.1285
2022-3,JAT HOLDINGS PLC,JAT.N0000,0.1873
2022-3,JETWING SYMPHONY PLC,JETS.N0000,0.1799
2022-3,FINLAYS COLOMBO PLC,JFIN.N0000,0.0294
2022-3,JANASHAKTHI INSURANCE PLC,JINS.N0000,0.2577
2022-3,JOHN KEELLS HOLDINGS PLC,JKH.N0000,0.9893
2022-3,JOHN KEELLS PLC,JKL.N0000,0.131
2022-3,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.1646
2022-3,KELANI CABLES PLC,KCAB.N0000,0.202
2022-3,KELSEY DEVELOPMENTS PLC,KDL.N0000,0.0917
2022-3,KEELLS FOOD PRODUCTS PLC,KFP.N0000,0.1
2022-3,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,0.2086
2022-3,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,0.2083
2022-3,JOHN KEELLS HOTELS PLC,KHL.N0000,0.1968
2022-3,KOTAGALA PLANTATIONS PLC,KOTA.N0000,0.3607
2022-3,KAPRUKA HOLDINGS PLC,KPHL.N0000,0.2
2022-3,KURUWITA TEXTILE MILLS PLC,KURU.N0000,0.1974
2022-3,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2756
2022-3,SHAW WALLACE INVESTMENTS PLC,KZOO.N0000,0.4994
2022-3,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,0.4985
2022-3,KOTMALE HOLDINGS PLC,LAMB.N0000,0.0049
2022-3,LANKA CREDIT AND BUSINESS FINANCE PLC,LCBF.N0000,0.2192
2022-3,LANKEM CEYLON PLC,LCEY.N0000,0.1338
2022-3,LANKEM DEVELOPMENTS PLC,LDEV.N0000,0.4022
2022-3,LB FINANCE PLC,LFIN.N0000,0.2173
2022-3,LOLC GENERAL INSURANCE PLC,LGIL.N0000,0.1
2022-3,LAUGFS GAS PLC,LGL.N0000,0.2519
2022-3,LAUGFS GAS PLC,LGL.X0000,0.653
2022-3,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,0.2
2022-3,THE  LIGHTHOUSE  HOTEL  PLC,LHL.N0000,0.3145
2022-3,LANKA IOC PLC,LIOC.N0000,0.2488
2022-3,LION BREWERY (CEYLON) PLC,LION.N0000,0.1306
2022-3,LAXAPANA BATTERIES PLC,LITE.N0000,0.2
2022-3,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.X0000,1
2022-3,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,0.49
2022-3,LANKA MILK FOODS (CWE) PLC,LMF.N0000,0.3433
2022-3,LOLC FINANCE PLC,LOFC.N0000,0.0531
2022-3,L O L C HOLDINGS PLC,LOLC.N0000,0.1511
2022-3,LAUGFS POWER PLC,LPL.N0000,0.2523
2022-3,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,0.2606
2022-3,L V L ENERGY FUND PLC,LVEF.N0000,0.3052
2022-3,LANKA VENTURES PLC,LVEN.N0000,0.2042
2022-3,LANKA WALLTILE PLC,LWL.N0000,0.2914
2022-3,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,0.0651
2022-3,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,0.3296
2022-3,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,1
2022-3,MARAWILA  RESORTS  PLC,MARA.N0000,0.3878
2022-3,MASKELIYA PLANTATIONS PLC,MASK.N0000,0.166
2022-3,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,0.155
2022-3,MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,0.8667
2022-3,MACKWOODS ENERGY PLC,MEL.N0000,0.4304
2022-3,MELSTACORP PLC,MELS.N0000,0.4165
2022-3,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,0.101
2022-3, MULTI FINANCE  PLC,MFL.N0000,0.3524
2022-3,HAYLEYS FABRIC PLC,MGT.N0000,0.3678
2022-3,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,0.2065
2022-3,MORISON PLC,MORI.N0000,0.0917
2022-3,MORISON PLC,MORI.X0000,0.1512
2022-3,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,0.2102
2022-3,MAHAWELI REACH HOTELS PLC,MRH.N0000,0.202
2022-3,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,0.3798
2022-3,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.4866
2022-3,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,0.3245
2022-3,NAMAL ACUITY VALUE FUND,NAVF.U0000,0.116
2022-3,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,0.7191
2022-3,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,0.1076
2022-3,NESTLE LANKA PLC,NEST.N0000,0.0805
2022-3,NAWALOKA HOSPITALS PLC,NHL.N0000,0.3423
2022-3,L O L C DEVELOPMENT FINANCE PLC,NIFL.N0000,0.0011
2022-3,NATIONS TRUST BANK PLC,NTB.N0000,0.3578
2022-3,NATIONS TRUST BANK PLC,NTB.X0000,0.01
2022-3,ODEL PLC,ODEL.N0000,0.0226
2022-3,OFFICE EQUIPMENT PLC,OFEQ.N0000,0.9569
2022-3,ON'ALLY HOLDINGS PLC,ONAL.N0000,0.0377
2022-3,ORIENT FINANCE PLC,ORIN.N0000,0.1
2022-3,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,0.131
2022-3,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.5493
2022-3,EX-PACK CORRUGATED CARTONS PLC,PACK.N0000,0.2475
2022-3,PALM GARDEN HOTELS PLC,PALM.N0000,0.1062
2022-3,PANASIAN POWER PLC,PAP.N0000,0.2594
2022-3,PARAGON CEYLON PLC,PARA.N0000,0.9509
2022-3,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3063
2022-3,PROPERTY DEVELOPMENT PLC,PDL.N0000,0.0444
2022-3,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,0.1001
2022-3,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,0.2237
2022-3,PEOPLE'S INSURANCE PLC,PINS.N0000,0.9991
2022-3,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,0.2497
2022-3,PRIME LANDS RESIDENCIES PLC,PLR.N0000,0.1986
2022-3,RENUKA AGRI FOODS PLC,RAL.N0000,0.2457
2022-3,RENUKA HOTELS PLC,RCH.N0000,0.2455
2022-3,ROYAL CERAMICS LANKA PLC,RCL.N0000,0.4212
2022-3,CITRUS LEISURE PLC,REEF.N0000,0.2008
2022-3,CITRUS LEISURE PLC,REEF.W0018,0.6223
2022-3,CITRUS LEISURE PLC,REEF.W0019,0.6223
2022-3,REGNIS (LANKA) PLC,REG.N0000,0.4116
2022-3,RENUKA CITY HOTELS PLC.,RENU.N0000,0.2787
2022-3,RICHARD PIERIS EXPORTS PLC,REXP.N0000,0.161
2022-3,RAMBODA FALLS PLC,RFL.N0000,0.2648
2022-3,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.953
2022-3,RENUKA HOLDINGS PLC,RHL.N0000,0.3231
2022-3,RENUKA HOLDINGS PLC,RHL.X0000,0.6913
2022-3,THE FORTRESS RESORTS PLC,RHTL.N0000,0.2693
2022-3,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,0.4231
2022-3,R I L PROPERTY PLC,RIL.N0000,0.4163
2022-3,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,0.1398
2022-3,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,0.2817
2022-3,SAMPATH BANK PLC,SAMP.N0000,0.9062
2022-3,SOFTLOGIC CAPITAL PLC,SCAP.N0000,0.2232
2022-3,SANASA DEVELOPMENT BANK PLC,SDB.N0000,0.6219
2022-3,SARVODAYA DEVELOPMENT FINANCE PLC,SDF.N0000,0.4312
2022-3,SELINSING PLC,SELI.N0000,0.043
2022-3,S M B LEASING PLC,SEMB.N0000,0.3556
2022-3,S M B LEASING PLC,SEMB.X0000,1
2022-3,THE KINGSBURY PLC,SERV.N0000,0.405
2022-3,SEYLAN BANK PLC,SEYB.N0000,0.5485
2022-3,SEYLAN BANK PLC,SEYB.X0000,0.5596
2022-3,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,0.2143
2022-3,SINGER FINANCE LANKA PLC,SFIN.N0000,0.2005
2022-3,SINHAPUTHRA FINANCE PLC,SFL.N0000,0.4506
2022-3,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,0.1
2022-3,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0075
2022-3,LEE HEDGES PLC,SHAW.N0000,0.2852
2022-3,SOFTLOGIC HOLDINGS PLC,SHL.N0000,0.1172
2022-3,SERENDIB HOTELS PLC,SHOT.N0000,0.1814
2022-3,SERENDIB HOTELS PLC,SHOT.X0000,0.2665
2022-3,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,0.338
2022-3,SAMSON INTERNATIONAL PLC,SIL.N0000,0.4338
2022-3,STANDARD CAPITAL PLC,SING.N0000,0.3841
2022-3,SINGHE HOSPITALS PLC,SINH.N0000,0.1324
2022-3,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1227
2022-3,SINGER (SRI LANKA) PLC,SINS.N0000,0.0956
2022-3,SIERRA CABLES PLC,SIRA.N0000,0.3038
2022-3,SERENDIB LAND PLC,SLND.N0000,0.1793
2022-3,SRI LANKA TELECOM PLC,SLTL.N0000,0.0478
2022-3,PEOPLE'S FINANCE PLC,SMLL.N0000,0.0944
2022-3,SATHOSA MOTORS PLC,SMOT.N0000,0.1556
2022-3,CONVENIENCE FOODS LANKA PLC,SOY.N0000,0.2862
2022-3,AITKEN SPENCE PLC,SPEN.N0000,0.4566
2022-3,DOLPHIN HOTELS PLC,STAF.N0000,0.3416
2022-3,SUNSHINE HOLDINGS PLC,SUN.N0000,0.4137
2022-3,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,0.4486
2022-3,THREE ACRE FARMS PLC,TAFL.N0000,0.2778
2022-3,TAL LANKA HOTELS PLC,TAJ.N0000,0.1724
2022-3,TANGERINE BEACH HOTELS PLC,TANG.N0000,0.3627
2022-3,AMBEON CAPITAL PLC,TAP.N0000,0.0276
2022-3,TESS AGRO PLC,TESS.N0000,0.59
2022-3,TESS AGRO PLC,TESS.X0000,0.8517
2022-3,THE FINANCE COMPANY PLC,TFC.X0000,1
2022-3,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,0.0035
2022-3,LANKA TILES PLC,TILE.N0000,0.2834
2022-3,TEEJAY LANKA PLC,TJL.N0000,0.3966
2022-3,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.3916
2022-3,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2022-3,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,0.2027
2022-3,TRANS ASIA HOTELS PLC,TRAN.N0000,0.0769
2022-3,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.3305
2022-3,KELANI TYRES PLC,TYRE.N0000,0.5173
2022-3,UNION ASSURANCE PLC,UAL.N0000,0.1
2022-3,UNION BANK OF COLOMBO PLC,UBC.N0000,0.2916
2022-3,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.2654
2022-3,UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,0.1
2022-3,UNITED MOTORS LANKA PLC,UML.N0000,0.259
2022-3,VALLIBEL FINANCE PLC,VFIN.N0000,0.427
2022-3,VIDULLANKA PLC,VLL.N0000,0.1983
2022-3,VIDULLANKA PLC,VLL.X0000,0.8017
2022-3,VALLIBEL ONE PLC,VONE.N0000,0.9981
2022-3,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,0.599
2022-3,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,0.3772
2022-3,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.2576
2022-3,WINDFORCE PLC,WIND.N0000,0.2416
2022-3,YORK ARCADE HOLDINGS PLC,YORK.N0000,0.4846
