LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2010,,,,,
SECURITY ID,NAME,ISSUED QUANTITY,SECURITY ID,COMPANY NAME,ISIN CODE
AUTO-N-0000,THE AUTODROME PLC,1200000,ALUF-R-0000,ALUFAB PLC,LK0006R00004
BALA-N-0000,BALANGODA  PLANTATIONS  PLC,23636363,AMSL-B-0000,ASIRI SURGICAL HOSPITAL PLC,LK0344B00003
BBH-N-0000,BROWNS BEACH HOTELS PLC,9600000,AMSL-N-0000,ASIRI SURGICAL HOSPITAL PLC,LK0344N00008
BFL-N-0000,BAIRAHA FARMS PLC,16000000,AMSL-R-0000,ASIRI SURGICAL HOSPITAL PLC,LK0344R00009
BHR-N-0000,RIVERINA HOTELS PLC,14181699,APLA-N-0000,ACL PLASTICS PLC,LK0238N00002
BINN-N-0000,BERUWELA WALK INN PLC,900000,ARPI-B-0000,ARPICO FINANCE COMPANY PLC,LK0007B00006
BLUE-N-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,103300891,ARPI-N-0000,ARPICO FINANCE COMPANY PLC,LK0007N00001
BLUE-X-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,153369800,ARPI-R-0000,ARPICO FINANCE COMPANY PLC,LK0007R00002
BOGA-N-0000,BOGALA GRAPHITE LANKA PLC,47316452,ASCO-N-0000,ASCOT HOLDINGS PLC,LK0008N00009
BOPL-N-0000,BOGAWANTALAWA TEA ESTATES PLC,83750000,ASCO-R-0000,ASCOT HOLDINGS PLC,LK0008R00000
BREW-N-0000,CEYLON BREWERY PLC,20988090,ASHA-N-0000,ASIRI CENTRAL HOSPITALS PLC,LK0320N00008
BRWN-N-0000,BROWN & COMPANY PLC,70875000,ASHO-B-0000,LANKA ASHOK LEYLAND PLC,LK0109B00000
BUKI-N-0000,BUKIT DARAH PLC,102000000,ASHO-N-0000,LANKA ASHOK LEYLAND PLC,LK0109N00005
CABO-N-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,10200036,ASHO-R-0000,LANKA ASHOK LEYLAND PLC,LK0109R00006
CARE-N-0000,PRINTCARE PLC,17193334,ASIR-B-0000,ASIRI HOSPITAL HOLDINGS PLC,LK0010B00000
CARG-N-0000,CARGILLS (CEYLON) PLC,224000000,ASIR-N-0000,ASIRI HOSPITAL HOLDINGS PLC,LK0010N00005
CARS-N-0000,CARSON CUMBERBATCH PLC,196386914,ASIR-R-0000,ASIRI HOSPITAL HOLDINGS PLC,LK0010R00006
CCS-N-0000,CEYLON COLD STORES PLC,21600000,ASPH-B-0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,LK0089B00004
CDB-N-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE LIMITED,39685048,ASPH-N-0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,LK0089N00009
CDIC-N-0000,CAPITAL DEVELOPMENT AND INVESTMENT COMPANY,43855007,ATL -N-0000,AMANA TAKAFUL PLC,LK0354N00007
CERA-N-0000,LANKA CERAMIC PLC,30000000,ATL -R-0000,AMANA TAKAFUL PLC,LK0354R00008
CFI-N-0000,COLOMBO FORT INVESTMENTS PLC,5000000,AUTO-B-0000,THE AUTODROME PLC,LK0015B00009
CFIN-N-0000,CENTRAL FINANCE COMPANY PLC,20300000,AUTO-N-0000,THE AUTODROME PLC,LK0015N00004
CFLB-N-0000,THE COLOMBO FORT LAND AND BUILDING COMPANY PLC,36000000,AUTO-R-0000,THE AUTODROME PLC,LK0015R00005
CFT-N-0000,CEYLON AND FOREIGN TRADES PLC,140196000,BALA-N-0000,BALANGODA  PLANTATIONS  PLC,LK0286N00001
CFVF-N-0000,FIRST CAPITAL HOLDINGS PLC,101250000,BBH -N-0000,BROWNS BEACH HOTELS PLC,LK0204N00004
CHL-N-0000,CEYLON HOSPITALS PLC,25527272,BBH -R-0000,BROWNS BEACH HOTELS PLC,LK0204R00005
CHL-X-0000,CEYLON HOSPITALS PLC,8345454,BFL -N-0000,BAIRAHA FARMS PLC,LK0229N00001
CHMX-D-0001,CHEMANEX PLC,375000,BHR -B-0000,RIVERINA HOTELS PLC,LK0017B00005
CHMX-N-0000,CHEMANEX PLC,15750000,BHR -N-0000,RIVERINA HOTELS PLC,LK0017N00000
CHOT-N-0000,CEYLON HOTELS CORPORATION PLC,171825201,BHR -R-0000,RIVERINA HOTELS PLC,LK0017R00001
CHOU-N-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,13379850,BINN-N-0000,BERUWELA WALK INN PLC,LK0129N00003
CIC-N-0000,CHEMICAL INDUSTRIES (COLOMBO) PLC,72900000,BLUE-B-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193B00004
CIC-X-0000,CHEMICAL INDUSTRIES (COLOMBO) PLC,21870000,BLUE-N-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193N00009
CIND-D-0003,CENTRAL INDUSTRIES PLC,364981,BLUE-R-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193R00000
CIND-N-0000,CENTRAL INDUSTRIES PLC,9884214,BLUE-R-0001,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193R00018
CINS-N-0000,CEYLINCO INSURANCE PLC,20000000,BLUE-X-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193X00008
CINS-X-0000,CEYLINCO INSURANCE PLC,6414480,BOGA-N-0000,BOGALA GRAPHITE LANKA PLC,LK0194N00007
CINV-N-0000,CEYLON INVESTMENT PLC,98514874,BOPL-B-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243B00007
CIT-N-0000,COLOMBO INVESTMENT TRUST PLC,5500000,BOPL-N-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243N00002
CLND-N-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,162750000,BOPL-R-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243R00003
CLPL-N-0000,CEYLON LEATHER PRODUCTS PLC,25000000,BREW-B-0000,CEYLON BREWERY PLC,LK0026B00006
CLPL-W-0012,CEYLON LEATHER PRODUCTS PLC,12500000,BREW-N-0000,CEYLON BREWERY PLC,LK0026N00001
CLPL-W-0013,CEYLON LEATHER PRODUCTS PLC,25000000,BREW-R-0000,CEYLON BREWERY PLC,LK0026R00002
CLPL-W-0014,CEYLON LEATHER PRODUCTS PLC,25000000,BRWN-B-0000,BROWN & COMPANY PLC,LK0018B00003
COCO-N-0000,COCO LANKA PLC,21600000,BRWN-N-0000,BROWN & COMPANY PLC,LK0018N00008
COCO-X-0000,COCO LANKA PLC,1800000,BUKI-B-0000,BUKIT DARAH PLC,LK0019B00001
COLO-N-0000,COLONIAL MOTORS PLC,9124318,BUKI-N-0000,BUKIT DARAH PLC,LK0019N00006
COMB-D-0016,COMMERCIAL BANK OF CEYLON PLC,250000,CABO-B-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021B00007
COMB-D-0018,COMMERCIAL BANK OF CEYLON PLC,250000,CABO-N-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021N00002
COMB-D-0062,COMMERCIAL BANK OF CEYLON PLC,115890,CABO-R-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021R00003
COMB-D-0063,COMMERCIAL BANK OF CEYLON PLC,2128520,CARE-B-0000,PRINTCARE PLC,LK0241B00001
COMB-N-0000,COMMERCIAL BANK OF CEYLON PLC,353305387,CARE-N-0000,PRINTCARE PLC,LK0241N00006
COMB-P-0004,COMMERCIAL BANK OF CEYLON PLC,90655500,CARG-B-0000,CARGILLS (CEYLON) PLC,LK0020B00009
COMB-P-0005,COMMERCIAL BANK OF CEYLON PLC,100000000,CARG-N-0000,CARGILLS (CEYLON) PLC,LK0020N00004
COMB-X-0000,COMMERCIAL BANK OF CEYLON PLC,24181195,CARG-R-0000,CARGILLS (CEYLON) PLC,LK0020R00005
COMD-N-0000,COMMERCIAL DEVELOPMENT COMPANY PLC,12000000,CARS-B-0000,CARSON CUMBERBATCH PLC,LK0022B00005
CONN-N-0000,AMAYA LEISURE PLC,48034238,CARS-N-0000,CARSON CUMBERBATCH PLC,LK0022N00000
CPRT-N-0000,CEYLON PRINTERS PLC,35010,CCS -B-0000,CEYLON COLD STORES PLC,LK0027B00004
CRL-N-0000,SOFTLOGIC FINANCE PLC,26752822,CCS -N-0000,CEYLON COLD STORES PLC,LK0027N00009
CSD-N-0000,SEYLAN DEVELOPMENTS PLC,73982430,CCS -R-0000,CEYLON COLD STORES PLC,LK0027R00000
CSEC-N-0000,DUNAMIS CAPITAL PLC,98397640,CDB -N-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE LIMITED ,LK0368N00007
CSF-D-0013,NATION LANKA FINANCE PLC,670880,CDIC-N-0000,CAPITAL DEVELOPMENT AND INVESTMENT COMPANY,LK0245N00007
CSF-N-0000,NATION LANKA FINANCE PLC,39972100,CDIC-R-0000,CAPITAL DEVELOPMENT AND INVESTMENT COMPANY,LK0245R00008
CTBL-N-0000,CEYLON TEA BROKERS PLC,114000000,CERA-N-0000,LANKA CERAMIC PLC,LK0206N00009
CTC-N-0000,CEYLON TOBACCO COMPANY PLC,187323751,CFI -N-0000,COLOMBO FORT INVESTMENTS PLC,LK0048N00005
CTCE-D-0032,AVIVA N D B INSURANCE PLC,10000000,CFI -R-0000,COLOMBO FORT INVESTMENTS PLC,LK0048R00006
CTCE-D-0036,AVIVA N D B INSURANCE PLC,3000000,CFIN-B-0000,CENTRAL FINANCE COMPANY PLC,LK0023B00003
CTCE-D-0040,AVIVA N D B INSURANCE PLC,9000000,CFIN-N-0000,CENTRAL FINANCE COMPANY PLC,LK0023N00008
CTCE-D-0048,AVIVA N D B INSURANCE PLC,12000000,CFLB-N-0000,THE COLOMBO FORT LAND AND BUILDING COMPANY PLC    ,LK0049N00003
CTCE-N-0000,AVIVA N D B INSURANCE PLC,30000000,CFLB-R-0000,THE COLOMBO FORT LAND AND BUILDING COMPANY PLC    ,LK0049R00004
CTEA-N-0000,CEYLON TEA SERVICES PLC,20000000,CFT -B-0000,CEYLON AND FOREIGN TRADES PLC,LK0025B00008
CTHR-N-0000,C T HOLDINGS PLC,170348920,CFT -N-0000,CEYLON AND FOREIGN TRADES PLC,LK0025N00003
CTLD-N-0000,C T LAND DEVELOPMENT PLC,48750000,CFVF-N-0000,FIRST CAPITAL HOLDINGS PLC,LK0222N00006
CWM-N-0000,C. W. MACKIE PLC,35988556,CFVF-R-0000,FIRST CAPITAL HOLDINGS PLC,LK0222R00007
DFCC-N-0000,DFCC BANK,264869602,CHL -N-0000,CEYLON HOSPITALS PLC,LK0338N00000
DFCC-S-0000,DFCC BANK,366667,CHL -R-0000,CEYLON HOSPITALS PLC,LK0338R00001
DIAL-N-0000,DIALOG AXIATA PLC,8143778405,CHL -R-0001,CEYLON HOSPITALS PLC,LK0338R00019
DIMO-N-0000,DIESEL & MOTOR ENGINEERING PLC,8702389,CHL -X-0000,CEYLON HOSPITALS PLC,LK0338X00009
DIPD-N-0000,DIPPED PRODUCTS PLC,59861512,CHMX-B-0000,CHEMANEX PLC,LK0044B00009
DIST-N-0000,DISTILLERIES COMPANY OF SRI LANKA PLC,300000000,CHMX-D-0001,CHEMANEX PLC,LK0044D00013
DOCK-N-0000,COLOMBO DOCKYARD PLC,68437071,CHMX-N-0000,CHEMANEX PLC,LK0044N00004
DPL-N-0000,DANKOTUWA PORCELAIN PLC,72245742,CHMX-R-0000,CHEMANEX PLC,LK0044R00005
EAST-N-0000,EAST WEST PROPERTIES PLC,34560000,CHOT-N-0000,CEYLON HOTELS CORPORATION PLC,LK0032N00009
EBCR-N-0000,E B CREASY & COMPANY PLC,2535458,CHOT-R-0000,CEYLON HOTELS CORPORATION PLC,LK0032R00000
ECL-N-0000,E - CHANNELLING PLC,17447345,CHOU-B-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177B00007
EDEN-N-0000,EDEN HOTEL LANKA PLC,52800000,CHOU-N-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177N00002
ELPL-N-0000,ELPITIYA PLANTATIONS PLC,72866428,CHOU-R-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177R00003
EMER-N-0000,EASTERN MERCHANTS PLC,1677800,CIC -B-0000,CHEMICAL INDUSTRIES (COLOMBO) PLC,LK0045B00006
EQIT-N-0000,EQUITY ONE PLC,40321730,CIC -B-0001,CHEMICAL INDUSTRIES (COLOMBO) PLC,LK0045B00014
ETWO-N-0000,EQUITY TWO PLC,31000000,CIC -N-0000,CHEMICAL INDUSTRIES (COLOMBO) PLC,LK0045N00001
FERN-N-0000,FERNTEA LTD,6000000,CIC -R-0000,CHEMICAL INDUSTRIES (COLOMBO) PLC,LK0045R00002
GEST-N-0000,GESTETNER OF CEYLON PLC,2278125,CIC -R-0001,CHEMICAL INDUSTRIES (COLOMBO) PLC,LK0045R00010
GHLL-N-0000,GALADARI HOTELS (LANKA) PLC,182434060,CIC -X-0000,CHEMICAL INDUSTRIES (COLOMBO) PLC,LK0045X00000
GLAS-N-0000,PIRAMAL GLASS CEYLON PLC,950086080,CIND-D-0003,CENTRAL INDUSTRIES PLC,LK0185D00030
GOOD-N-0000,GOOD HOPE PLC,6871307,CIND-N-0000,CENTRAL INDUSTRIES PLC,LK0185N00005
GRAN-N-0000,CEYLON GRAIN ELEVATORS PLC,60000000,CIND-R-0000,CENTRAL INDUSTRIES PLC,LK0185R00006
GREG-N-0000,ENVIRONMENTAL RESOURCES INVESTMENT PLC,312949440,CINS-B-0000,CEYLINCO INSURANCE PLC,LK0176B00009
GREG-W-0001,ENVIRONMENTAL RESOURCES INVESTMENT PLC,104316480,CINS-N-0000,CEYLINCO INSURANCE PLC,LK0176N00004
GREG-W-0002,ENVIRONMENTAL RESOURCES INVESTMENT PLC,347721600,CINS-R-0000,CEYLINCO INSURANCE PLC,LK0176R00005
GREG-W-0003,ENVIRONMENTAL RESOURCES INVESTMENT PLC,347721600,CINS-X-0000,CEYLINCO INSURANCE PLC,LK0176X00003
GREG-W-0006,ENVIRONMENTAL RESOURCES INVESTMENT PLC,347721600,CINV-B-0000,CEYLON INVESTMENT PLC,LK0033B00002
GUAR-N-0000,CEYLON GUARDIAN INVESTMENT TRUST PLC,82096719,CINV-N-0000,CEYLON INVESTMENT PLC,LK0033N00007
HAPU-N-0000,HAPUGASTENNE PLANTATIONS PLC,46315789,CINV-R-0000,CEYLON INVESTMENT PLC,LK0033R00008
HARI-N-0000,HARISCHANDRA MILLS PLC,959800,CIT -N-0000,COLOMBO INVESTMENT TRUST PLC,LK0172N00003
HASU-N-0000,HNB ASSURANCE PLC,37500000,CIT -R-0000,COLOMBO INVESTMENT TRUST PLC,LK0172R00004
HAYC-N-0000,HAYCARB PLC,29712375,CLND-B-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050B00006
HAYL-N-0000,HAYLEYS PLC,75000000,CLND-N-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050N00001
HDEV-N-0000,HOTEL DEVELOPERS (LANKA) PLC,45226100,CLND-W-0005,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050W00051
HDFC-N-0000,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,6471052,CLPL-N-0000,CEYLON LEATHER PRODUCTS PLC,LK0294N00005
HEXP-N-0000,HAYLEYS EXPORTS PLC,8000000,CLPL-R-0000,CEYLON LEATHER PRODUCTS PLC,LK0294R00006
HHL-N-0000,HEMAS HOLDINGS PLC,509790620,CLPL-W-0012,CEYLON LEATHER PRODUCTS PLC,LK0294W00121
HNB-D-0014,HATTON NATIONAL BANK PLC,2544620,CLPL-W-0013,CEYLON LEATHER PRODUCTS PLC,LK0294W00139
HNB-D-0015,HATTON NATIONAL BANK PLC,7455380,CLPL-W-0014,CEYLON LEATHER PRODUCTS PLC,LK0294W00147
HNB-D-0056,HATTON NATIONAL BANK PLC,16442037,COCO-B-0000,COCO LANKA PLC,LK0220B00005
HNB-D-0057,HATTON NATIONAL BANK PLC,1149440,COCO-N-0000,COCO LANKA PLC,LK0220N00000
HNB-D-0058,HATTON NATIONAL BANK PLC,1271583,COCO-R-0000,COCO LANKA PLC,LK0220R00001
HNB-D-0059,HATTON NATIONAL BANK PLC,4700,COCO-R-0001,COCO LANKA PLC,LK0220R00019
HNB-D-0060,HATTON NATIONAL BANK PLC,1125940,COCO-X-0000,COCO LANKA PLC,LK0220X00009
HNB-D-0073,HATTON NATIONAL BANK PLC,13694500,COLO-B-0000,COLONIAL MOTORS PLC,LK0052B00002
HNB-N-0000,HATTON NATIONAL BANK PLC,191275606,COLO-N-0000,COLONIAL MOTORS PLC,LK0052N00007
HNB-X-0000,HATTON NATIONAL BANK PLC,46693416,COLO-R-0000,COLONIAL MOTORS PLC,LK0052R00008
HOPL-N-0000,HORANA PLANTATIONS PLC,25000000,COMB-B-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053B00000
HPFL-N-0000,HYDRO POWER FREE LANKA LTD,109088112,COMB-B-0001,COMMERCIAL BANK OF CEYLON PLC,LK0053B00018
HPWR-N-0000,HEMAS POWER PLC,125200002,COMB-D-0016,COMMERCIAL BANK OF CEYLON PLC,LK0053D00162
HSIG-N-0000,HOTEL SIGIRIYA PLC,5859000,COMB-D-0018,COMMERCIAL BANK OF CEYLON PLC,LK0053D00188
HUEJ-N-0000,HUEJAY INTERNATIONAL INVESTMENTS PLC,1800000,COMB-D-0062,COMMERCIAL BANK OF CEYLON PLC,LK0053D00626
HUNA-N-0000,HUNAS FALLS HOTELS PLC,5625000,COMB-D-0063,COMMERCIAL BANK OF CEYLON PLC,LK0053D00634
HUNT-N-0000,HUNTER & COMPANY PLC,5145000,COMB-N-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053N00005
IDL-N-0000,INFRASTRUCTURE DEVELOPERS PLC,4857487,COMB-P-0004,COMMERCIAL BANK OF CEYLON PLC,LK0053P00042
INDO-N-0000,INDO-MALAY PLC,6998400,COMB-P-0005,COMMERCIAL BANK OF CEYLON PLC,LK0053P00059
JFIN-N-0000,FINLAYS COLOMBO PLC,35000000,COMB-R-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053R00006
JINS-N-0000,JANASHAKTHI INSURANCE PLC,363000132,COMB-R-0001,COMMERCIAL BANK OF CEYLON PLC,LK0053R00014
JKH-N-0000,JOHN KEELLS HOLDINGS PLC,623135792,COMB-X-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053X00004
JKL-N-0000,JOHN KEELLS PLC,30400000,COMD-N-0000,COMMERCIAL DEVELOPMENT COMPANY PLC,LK0054N00003
KAHA-N-0000,KAHAWATTE  PLANTATIONS  PLC,79889805,CONN-B-0000,AMAYA LEISURE PLC,LK0281B00007
KAPI-N-0000,MTD WALKERS PLC,5717857,CONN-N-0000,AMAYA LEISURE PLC,LK0281N00002
KCAB-N-0000,KELANI CABLES PLC,21800000,CONN-R-0000,AMAYA LEISURE PLC,LK0281R00003
KDL-N-0000,KELSEY DEVELOPMENTS PLC,17429274,CPRT-N-0000,CEYLON PRINTERS PLC,LK0036N00000
KFP-N-0000,KEELLS FOOD PRODUCTS PLC,8500000,CRL -N-0000,SOFTLOGIC FINANCE PLC,LK0358N00008
KGAL-N-0000,KEGALLE  PLANTATIONS  PLC,25000000,CRL -R-0000,SOFTLOGIC FINANCE PLC,LK0358R00009
KHC-N-0000,THE KANDY HOTELS COMPANY (1938) PLC,16500000,CSD -B-0000,SEYLAN DEVELOPMENTS PLC,LK0234B00006
KHL-N-0000,JOHN KEELLS HOTELS PLC,1456146780,CSD -N-0000,SEYLAN DEVELOPMENTS PLC,LK0234N00001
KOTA-N-0000,KOTAGALA PLANTATIONS PLC,32000000,CSEC-B-0000,DUNAMIS CAPITAL PLC,LK0024B00001
KURU-N-0000,KURUWITA TEXTILE MILLS PLC,25000000,CSEC-N-0000,DUNAMIS CAPITAL PLC,LK0024N00006
KVAL-N-0000,KELANI VALLEY PLANTATIONS PLC,34000000,CSEC-R-0000,DUNAMIS CAPITAL PLC,LK0024R00007
KZOO-N-0000,KALAMAZOO SYSTEMS PLC,50000,CSF -D-0013,NATION LANKA FINANCE PLC,LK0218D00138
LALU-N-0000,LANKA ALUMINIUM INDUSTRIES PLC,13702823,CSF -N-0000,NATION LANKA FINANCE PLC,LK0218N00004
LAMB-N-0000,KOTMALE HOLDINGS PLC,31400000,CSF -R-0000,NATION LANKA FINANCE PLC,LK0218R00005
LCEM-N-0000,LANKA CEMENT PLC,173510748,CTBL-N-0000,CEYLON TEA BROKERS PLC,LK0362N00000
LCEY-N-0000,LANKEM CEYLON PLC,24000000,CTC -B-0000,CEYLON TOBACCO COMPANY PLC,LK0042B00003
LDEV-N-0000,LANKEM DEVELOPMENTS PLC,6900000,CTC -N-0000,CEYLON TOBACCO COMPANY PLC,LK0042N00008
LFIN-N-0000,LB FINANCE PLC,34628571,CTCE-B-0000,AVIVA N D B INSURANCE PLC,LK0181B00009
LGL-N-0000,LAUGFS GAS LIMITED,335000086,CTCE-D-0032,AVIVA N D B INSURANCE PLC,LK0181D00328
LGL-X-0000,LAUGFS GAS LIMITED,52000000,CTCE-D-0036,AVIVA N D B INSURANCE PLC,LK0181D00369
LHCL-N-0000,THE LANKA HOSPITALS CORPORATION PLC,223732169,CTCE-D-0040,AVIVA N D B INSURANCE PLC,LK0181D00401
LHL-N-0000,THE  LIGHTHOUSE  HOTEL  PLC,46000000,CTCE-D-0048,AVIVA N D B INSURANCE PLC,LK0181D00484
LIOC-N-0000,LANKA IOC PLC,532529905,CTCE-N-0000,AVIVA N D B INSURANCE PLC,LK0181N00004
LION-N-0000,LION BREWERY (CEYLON) PLC,80000000,CTEA-B-0000,CEYLON TEA SERVICES PLC,LK0039B00009
LITE-N-0000,LAXAPANA BATTERIES PLC,39000000,CTEA-N-0000,CEYLON TEA SERVICES PLC,LK0039N00004
LLUB-N-0000,CHEVRON LUBRICANTS  LANKA  PLC,120000000,CTHR-N-0000,C T HOLDINGS PLC,LK0041N00000
LMF-N-0000,LANKA MILK FOODS (CWE) PLC,39998000,CTHR-R-0000,C T HOLDINGS PLC,LK0041R00001
LOLC-N-0000,LANKA ORIX LEASING COMPANY PLC,475200000,CTLD-B-0000,C T LAND DEVELOPMENT PLC,LK0175B00001
LPRT-N-0000,LAKE HOUSE PRINTERS & PUBLISHERS PLC,2937245,CTLD-N-0000,C T LAND DEVELOPMENT PLC,LK0175N00006
LVEN-N-0000,LANKA VENTURES PLC,50000000,CTLD-R-0000,C T LAND DEVELOPMENT PLC,LK0175R00007
LWL-N-0000,LANKA WALLTILE PLC,45500000,CWM -N-0000,C. W. MACKIE PLC,LK0232N00005
MADU-N-0000,MADULSIMA  PLANTATIONS  PLC,29000000,CWM -R-0000,C. W. MACKIE PLC,LK0232R00006
MAL-N-0000,MALWATTE VALLEY PLANTATION PLC,22459016,DFCC-B-0000,DFCC BANK,LK0055B00005
MAL-X-0000,MALWATTE VALLEY PLANTATION PLC,2300000,DFCC-N-0000,DFCC BANK,LK0055N00000
MARA-N-0000,MARAWILA  RESORTS  PLC,98000000,DFCC-R-0000,DFCC BANK,LK0055R00001
MASK-N-0000,MASKELIYA PLANTATIONS PLC,26976744,DFCC-S-0000,DFCC BANK,LK0055S00009
MBSL-D-0067,MERCHANT BANK OF SRI LANKA PLC,830000,DIAL-N-0000,DIALOG AXIATA PLC,LK0348N00009
MBSL-D-0068,MERCHANT BANK OF SRI LANKA PLC,72800,DIAL-R-0000,DIALOG AXIATA PLC,LK0348R00000
MBSL-D-0069,MERCHANT BANK OF SRI LANKA PLC,333200,DIMO-B-0000,DIESEL & MOTOR ENGINEERING PLC,LK0056B00003
MBSL-N-0000,MERCHANT BANK OF SRI LANKA PLC,135000000,DIMO-N-0000,DIESEL & MOTOR ENGINEERING PLC,LK0056N00008
MGT-N-0000,HAYLEYS-MGT KNITTING MILLS PLC,49177492,DIMO-R-0000,DIESEL & MOTOR ENGINEERING PLC,LK0056R00009
MIRA-N-0000,MIRAMAR BEACH HOTELS PLC,2750000,DIPD-B-0000,DIPPED PRODUCTS PLC,LK0057B00001
MORI-N-0000,"J.L.MORISON, SON & JONES (CEYLON) PLC",580829,DIPD-N-0000,DIPPED PRODUCTS PLC,LK0057N00006
MORI-X-0000,"J.L.MORISON, SON & JONES (CEYLON) PLC",174249,DIPD-R-0000,DIPPED PRODUCTS PLC,LK0057R00007
MPRH-N-0000,METROPOLITAN  RESOURCE  HOLDINGS  PLC,17264802,DIST-B-0000,DISTILLERIES COMPANY OF SRI LANKA PLC,LK0191B00008
MRH-N-0000,MAHAWELI REACH HOTELS PLC,47066447,DIST-N-0000,DISTILLERIES COMPANY OF SRI LANKA PLC,LK0191N00003
