LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2016,,,
SECURITY ID,NAME                             ,ISSUED QUANTITY,ISIN CODE
ASCO-N-0000,ASCOT HOLDINGS PLC,12657555,LK0008N00009
ASHO-N-0000,LANKA ASHOK LEYLAND PLC,3620843,LK0109N00005
ASIR-N-0000,ASIRI HOSPITAL HOLDINGS PLC,1137533596,LK0010N00005
ASIY-N-0000,ASIA SIYAKA COMMODITIES LIMITED,260000000,LK0419N00008
ASPH-N-0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,666562,LK0089N00009
ASPM-N-0000,AITKEN SPENCE PLANTATION MANAGEMENT PLC,21300000,LK0421N00004
ATL-N-0000,AMANA TAKAFUL PLC,1800001296,LK0354N00007
ATLL-N-0000,AMANA TAKAFUL LIFE PLC,500000000,LK0448N00007
AUTO-N-0000,THE AUTODROME PLC,12000000,LK0015N00004
BALA-N-0000,BALANGODA  PLANTATIONS  PLC,23636363,LK0286N00001
BBH-N-0000,BROWNS BEACH HOTELS PLC,129600000,LK0204N00004
BERU-N-0000,BERUWALA RESORTS PLC,600000000,LK0416N00004
BFL-N-0000,BAIRAHA FARMS PLC,16000000,LK0229N00001
BFN-N-0000,ORIENT FINANCE PLC,148018370,LK0391N00009
BIL-N-0000,BROWNS INVESTMENTS PLC,3720000000,LK0390N00001
BLI-N-0000,BIMPUTH FINANCE PLC,107733344,LK0383N00006
BLUE-N-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,206601782,LK0193N00009
BLUE-X-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,194633623,LK0193X00008
BOC/BC/21/09/19A08,BANK OF CEYLON,51256350,LK0357D22500
BOC/BC/21/09/19B7.75,BANK OF CEYLON,2157800,LK0357D22534
BOC/BC/21/09/19C7.42,BANK OF CEYLON,8250600,LK0357D22526
BOC/BC/21/09/22D8.25,BANK OF CEYLON,18334950,LK0357D22542
BOC/BC/21/09/22E7.42,BANK OF CEYLON,300,LK0357D22559
BOC/BC/24/10/18A13,BANK OF CEYLON,37843000,LK0357D20405
BOC/BC/24/10/18B12.6,BANK OF CEYLON,2155000,LK0357D20421
BOC/BC/24/10/18C11.12,BANK OF CEYLON,2000,LK0357D20447
BOC/BC/24/10/21D13.25,BANK OF CEYLON,11990000,LK0357D20462
BOC/BC/24/10/21E11.12,BANK OF CEYLON,10000,LK0357D20439
BOC/BC/24/10/22F13.25,BANK OF CEYLON,12000000,LK0357D20454
BOC/BC/24/10/23H13.75,BANK OF CEYLON,16000000,LK0357D20470
BOC/BC/29/11/17A16,BANK OF CEYLON,59598800,LK0357D18525
BOC/BC/29/11/17B14.68,BANK OF CEYLON,4200,LK0357D18517
BOC/BC/29/11/17C15.25,BANK OF CEYLON,397000,LK0357D18533
BOC/BD/05/10/20-C2318-8,BANK OF CEYLON,122200,LK0357D23185
BOC/BD/05/10/20-C2319,BANK OF CEYLON,44783860,LK0357D23193
BOC/BD/05/10/20-C2320-8.,BANK OF CEYLON,2885900,LK0357D23201
BOC/BD/05/10/23-C2317-9.,BANK OF CEYLON,11802560,LK0357D23177
BOC/BD/05/10/23-C2321,BANK OF CEYLON,20405480,LK0357D23219
BOC/BD/28/12/21-C2376-13,BANK OF CEYLON,79981764,LK0357D23763
BOC/BD/28/12/21-C2379,BANK OF CEYLON,10200,LK0357D23797
BOC/BD/28/12/24-C2377-12,BANK OF CEYLON,7836,LK0357D23771
BOC/BD/28/12/24-C2378,BANK OF CEYLON,200,LK0357D23789
BOGA-N-0000,BOGALA GRAPHITE LANKA PLC,94632904,LK0194N00007
BOPL-N-0000,BOGAWANTALAWA TEA ESTATES PLC,83750000,LK0243N00002
BREW-N-0000,CEYLON BEVERAGE HOLDINGS PLC,20988090,LK0026N00001
BRR-N-0000,BANSEI ROYAL RESORTS HIKKADUWA PLC,53728000,LK0426N00003
BRWN-N-0000,BROWN & COMPANY PLC,70875000,LK0018N00008
BUKI-N-0000,BUKIT DARAH PLC,102000000,LK0019N00006
CABO-N-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,10200036,LK0021N00002
CALF-N-0000,COLOMBO TRUST FINANCE PLC,46519243,LK0397N00006
CARE-N-0000,PRINTCARE PLC,85966670,LK0241N00006
CARG-N-0000,CARGILLS (CEYLON) PLC,224000000,LK0020N00004
CARS-N-0000,CARSON CUMBERBATCH PLC,196386914,LK0022N00000
CCS-N-0000,CEYLON COLD STORES PLC,95040000,LK0027N00009
CDB-N-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE,46299223,LK0368N00007
CDB-X-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE,8005984,LK0368X00006
CDB/BC/19/12/18A16,CITIZENS DEVELOPMENT BUSINESS FINANCE,6653600,LK0368D21020
CDB/BC/19/12/18B15.5,CITIZENS DEVELOPMENT BUSINESS FINANCE,3103600,LK0368D21046
CDB/BC/19/12/18C15,CITIZENS DEVELOPMENT BUSINESS FINANCE,242800,LK0368D21061
CDB/BD/03/06/21-C2350-12,CITIZENS DEVELOPMENT BUSINESS FINANCE,9983700,LK0368D23505
CDB/BD/03/06/21-C2351,CITIZENS DEVELOPMENT BUSINESS FINANCE,16300,LK0368D23513
CERA-N-0000,LANKA CERAMIC PLC,30000000,LK0206N00009
CFI-N-0000,COLOMBO FORT INVESTMENTS PLC,6500000,LK0048N00005
CFIN-N-0000,CENTRAL FINANCE COMPANY PLC,216758888,LK0023N00008
CFIN/BC/12/12/17B13.25,CENTRAL FINANCE COMPANY PLC,2000000,LK0023D20981
CFIN/BC/12/12/18C13.5,CENTRAL FINANCE COMPANY PLC,6000000,LK0023D20957
CFIN/BC/12/12/18D13.95,CENTRAL FINANCE COMPANY PLC,10000000,LK0023D20973
CFIN/BC/17/06/17B14.5,CENTRAL FINANCE COMPANY PLC,300000,LK0023D19694
CFIN/BC/17/06/18C14.75,CENTRAL FINANCE COMPANY PLC,1400000,LK0023D19728
CFIN/BD/01/06/18-C2301-8,CENTRAL FINANCE COMPANY PLC,2500000,LK0023D23019
CFIN/BD/01/06/19-C2300-9,CENTRAL FINANCE COMPANY PLC,5000000,LK0023D23001
CFIN/BD/01/06/20-C2302-9,CENTRAL FINANCE COMPANY PLC,17500000,LK0023D23027
CFL-N-0000,CHILAW FINANCE PLC,33901337,LK0377N00008
CFLB-N-0000,THE COLOMBO FORT LAND AND BUILDING,180000000,LK0049N00003
CFT-N-0000,CEYLON AND FOREIGN TRADES PLC,140196000,LK0025N00003
CFVF-N-0000,FIRST CAPITAL HOLDINGS PLC,101250000,LK0222N00006
CFVF/BC/12/03/17A13.5,FIRST CAPITAL HOLDINGS PLC,1854000,LK0222D21516
CFVF/BC/12/03/18B13.75,FIRST CAPITAL HOLDINGS PLC,1292000,LK0222D21532
CFVF/BC/12/03/19C14,FIRST CAPITAL HOLDINGS PLC,1854000,LK0222D21524
CHL-N-0000,CEYLON HOSPITALS PLC,25527272,LK0338N00000
CHL-X-0000,CEYLON HOSPITALS PLC,8345454,LK0338X00009
CHMX-N-0000,CHEMANEX PLC,15750000,LK0044N00004
CHOT-N-0000,CEYLON HOTELS CORPORATION PLC,171825201,LK0032N00009
CHOU-N-0000,CITY HOUSING & REAL ESTATE COMPANY,13379850,LK0177N00002
CIC-N-0000,C I C HOLDINGS PLC,72900000,LK0045N00001
CIC-X-0000,C I C HOLDINGS PLC,21870000,LK0045X00000
CIFL-N-0000,CENTRAL INVESTMENTS AND FINANCE PLC,83426733,LK0395N00000
CIND-N-0000,CENTRAL INDUSTRIES PLC,19768428,LK0185N00005
CINS-N-0000,CEYLINCO INSURANCE PLC,20000000,LK0176N00004
CINS-X-0000,CEYLINCO INSURANCE PLC,6414480,LK0176X00003
CINV-N-0000,CEYLON INVESTMENT PLC,99451059,LK0033N00007
CIT-N-0000,COLOMBO INVESTMENT TRUST PLC,6500000,LK0172N00003
CITH-N-0000,HIKKADUWA BEACH RESORT PLC,57573897,LK0420N00006
CITK-N-0000,KALPITIYA BEACH RESORT PLC,161200010,LK0404N00000
CITW-N-0000,WASKADUWA BEACH RESORT PLC,201746915,LK0405N00007
CLC-N-0000,COMMERCIAL LEASING & FINANCE PLC,6377711170,LK0414N00009
CLC/BD/21/07/20-C2310-9.,COMMERCIAL LEASING & FINANCE PLC,50000000,LK0414D23101
CLND-N-0000,COLOMBO LAND & DEVELOPMENT COMPANY PLC,199881008,LK0050N00001
CLPL-N-0000,CEYLON LEATHER PRODUCTS PLC,34234069,LK0294N00005
COCO-N-0000,RENUKA FOODS PLC,117960106,LK0220N00000
COCO-X-0000,RENUKA FOODS PLC,4773346,LK0220X00009
COCR-N-0000,COMMERCIAL CREDIT AND FINANCE PLC,318074365,LK0380N00002
COCR/BC/18/02/18A20,COMMERCIAL CREDIT AND FINANCE PLC,5000000,LK0380D18971
COCR/BD/01/06/20-C2299-1,COMMERCIAL CREDIT AND FINANCE PLC,10000000,LK0380D22999
COCR/BD/10/12/20-C2335-1,COMMERCIAL CREDIT AND FINANCE PLC,17499900,LK0380D23351
COCR/BD/10/12/20-C2336,COMMERCIAL CREDIT AND FINANCE PLC,2500100,LK0380D23369
COLO-N-0000,C M HOLDINGS PLC,15200000,LK0052N00007
COMB-N-0000,COMMERCIAL BANK OF CEYLON PLC,833521887,LK0053N00005
COMB-P-0004,COMMERCIAL BANK OF CEYLON PLC,90655500,LK0053P00042
COMB-P-0005,COMMERCIAL BANK OF CEYLON PLC,100000000,LK0053P00059
COMB-X-0000,COMMERCIAL BANK OF CEYLON PLC,57212653,LK0053X00004
COMB/BD/08/03/21-C2341-1,COMMERCIAL BANK OF CEYLON PLC,44303400,LK0053D23412
COMB/BD/08/03/26-C2342-1,COMMERCIAL BANK OF CEYLON PLC,17490900,LK0053D23420
COMB/BD/27/10/21-C2360-1,COMMERCIAL BANK OF CEYLON PLC,50718000,LK0053D23602
COMB/BD/27/10/26-C2359-1,COMMERCIAL BANK OF CEYLON PLC,19282000,LK0053D23594
COMD-N-0000,COMMERCIAL DEVELOPMENT COMPANY PLC,12000000,LK0054N00003
CONN-N-0000,AMAYA LEISURE PLC,51876976,LK0281N00002
CPRT-N-0000,CEYLON PRINTERS PLC,600170,LK0036N00000
CRL-N-0000,SOFTLOGIC FINANCE PLC,59070988,LK0358N00008
CRL/BC/29/08/19A10,SOFTLOGIC FINANCE PLC,9498700,LK0358D22409
CRL/BC/29/08/19B7.69,SOFTLOGIC FINANCE PLC,4501300,LK0358D22391
CSD-N-0000,SEYLAN DEVELOPMENTS PLC,147964860,LK0234N00001
CSEC-N-0000,DUNAMIS CAPITAL PLC,122997050,LK0024N00006
CSEC/BC/05/08/19A12.5,DUNAMIS CAPITAL PLC,10000000,LK0024D22233
CSEC/BD/04/12/20-C2333-1,DUNAMIS CAPITAL PLC,9989500,LK0024D23330
CSEC/BD/04/12/20-C2334,DUNAMIS CAPITAL PLC,10500,LK0024D23348
CSF-N-0000,NATION LANKA FINANCE PLC,753489783,LK0218N00004
CTBL-N-0000,CEYLON TEA BROKERS PLC,114000000,LK0362N00000
CTC-N-0000,CEYLON TOBACCO COMPANY PLC,187323751,LK0042N00008
CTCE-N-0000,A I A INSURANCE LANKA PLC,30749370,LK0181N00004
CTEA-N-0000,DILMAH CEYLON TEA COMPANY PLC,20000000,LK0039N00004
CTHR-N-0000,C T HOLDINGS PLC,183097253,LK0041N00000
CTLD-N-0000,C T LAND DEVELOPMENT PLC,48750000,LK0175N00006
CWM-N-0000,C. W. MACKIE PLC,35988556,LK0232N00005
DFCC-N-0000,DFCC BANK PLC,265097688,LK0055N00000
DFCC-S-0000,DFCC BANK PLC,366667,LK0055S00009
DFCC/BC/18/08/17A8.5,DFCC BANK PLC,38265800,LK0055D22310
DFCC/BC/18/08/17B8.33,DFCC BANK PLC,8746900,LK0055D22328
DFCC/BC/18/08/17C8.24,DFCC BANK PLC,2987300,LK0055D22302
DFCC/BD/09/11/21-C2366-1,DFCC BANK PLC,9568600,LK0055D23664
DFCC/BD/09/11/23-C2367-1,DFCC BANK PLC,60431400,LK0055D23672
DFCC/BD/18/03/19-C2345-1,DFCC BANK PLC,53154500,LK0055D23458
DIAL-N-0000,DIALOG AXIATA PLC,8143778405,LK0348N00009
DIMO-N-0000,DIESEL & MOTOR ENGINEERING PLC,8876437,LK0056N00008
DIPD-N-0000,DIPPED PRODUCTS PLC,59861512,LK0057N00006
DIST-N-0000,DISTILLERIES COMPANY OF SRI LANKA PLC,300000000,LK0191N00003
DOCK-N-0000,COLOMBO DOCKYARD PLC,71858924,LK0047N00007
DPL-N-0000,DANKOTUWA PORCELAIN PLC,162552920,LK0235N00008
DVBD/BD/10/06/20-C2305-9,DFCC BANK PLC,30000000,LK0401D23058
DVBD/BD/10/06/20-C2306-9,DFCC BANK PLC,20000000,LK0401D23066
EAST-N-0000,EAST WEST PROPERTIES PLC,138240000,LK0060N00000
EBCR-N-0000,E B CREASY & COMPANY PLC,2535458,LK0059N00002
ECL-N-0000,E - CHANNELLING PLC,122131415,LK0323N00002
EDEN-N-0000,EDEN HOTEL LANKA PLC,105600000,LK0214N00003
ELPL-N-0000,ELPITIYA PLANTATIONS PLC,72866428,LK0315N00008
EMER-N-0000,EASTERN MERCHANTS PLC,117446000,LK0061N00008
ESL-N-0000,ENTRUST SECURITIES PLC,33000014,LK0400N00008
ETWO-N-0000,EQUITY TWO PLC,31000000,LK0228N00003
EXPO-N-0000,EXPOLANKA HOLDINGS PLC,1954915000,LK0381N00000
FCT/BD/06/02/20-C2295-9.,FIRST CAPITAL TREASURIES PLC,5000000,LK0439D22951
FLCH-N-0000,BROWNS CAPITAL PLC,1368000000,LK0376N00000
GEST-N-0000,GESTETNER OF CEYLON PLC,2657812,LK0069N00001
GHLL-N-0000,GALADARI HOTELS (LANKA) PLC,500829564,LK0067N00005
GLAS-N-0000,PIRAMAL GLASS CEYLON PLC,950086080,LK0223N00004
GOOD-N-0000,GOOD HOPE PLC,6871307,LK0072N00005
GRAN-N-0000,CEYLON GRAIN ELEVATORS PLC,60000000,LK0029N00005
GREG-N-0000,LANKA CENTURY INVESTMENTS PLC,349367119,LK0168N00001
GSF-N-0000,SUMMIT FINANCE PLC,22500000,LK0418N00000
GUAR-N-0000,CEYLON GUARDIAN INVESTMENT TRUST PLC,82978868,LK0030N00003
HAPU-N-0000,HAPUGASTENNE PLANTATIONS PLC,46315789,LK0285N00003
HARI-N-0000,HARISCHANDRA MILLS PLC,959800,LK0077N00004
HASU-N-0000,HNB ASSURANCE PLC,50000000,LK0340N00006
HAYC-N-0000,HAYCARB PLC,29712375,LK0079N00000
HAYL-N-0000,HAYLEYS PLC,75000000,LK0080N00008
HAYL/BD/06/03/19-C2296-7,HAYLEYS PLC,4978700,LK0080D22961
HAYL/BD/06/03/20-C2297-7,HAYLEYS PLC,15021300,LK0080D22979
HAYL/BD/31/05/19-C2349,HAYLEYS PLC,20000000,LK0080D23498
HDEV-N-0000,HOTEL DEVELOPERS (LANKA) PLC,2046645686,LK0081N00006
HDFC-N-0000,HOUSING DEVELOPMENT FINANCE,64710520,LK0339N00008
HDFC/BC/23/10/17B15,HOUSING DEVELOPMENT FINANCE,4435400,LK0339D20411
HDFC/BC/23/10/18C15.5,HOUSING DEVELOPMENT FINANCE,10800000,LK0339D20395
HDFC/BD/20/11/20-C2331-1,HOUSING DEVELOPMENT FINANCE,20129900,LK0339D23316
HDFC/BD/20/11/20-C2332,HOUSING DEVELOPMENT FINANCE,5782400,LK0339D23324
HDFC/BD/20/11/25-C2330-1,HOUSING DEVELOPMENT FINANCE,14087700,LK0339D23308
HEXP-N-0000,HAYLEYS FIBRE PLC,8000000,LK0192N00001
HHL-N-0000,HEMAS HOLDINGS PLC,572711383,LK0337N00002
HHL/BC/29/04/19A11,HEMAS HOLDINGS PLC,10000000,LK0337D21751
HNB-N-0000,HATTON NATIONAL BANK PLC,330756782,LK0078N00002
HNB-X-0000,HATTON NATIONAL BANK PLC,83058692,LK0078X00001
HNB/BC/04/09/21A11.5,HATTON NATIONAL BANK PLC,20000000,LK0078D16760
HNB/BC/12/06/18A14,HATTON NATIONAL BANK PLC,40000000,LK0078D19599
HNB/BC/29/08/23A08,HATTON NATIONAL BANK PLC,20000000,LK0078D20027
HNB/BC/31/03/2100E,HATTON NATIONAL BANK PLC,5143445,LK0078D09319
HNB/BC/31/03/2400F,HATTON NATIONAL BANK PLC,13628000,LK0078D09392
HNB/BC/31/07/17A16,HATTON NATIONAL BANK PLC,5000000,LK0078D09921
HNB/BC/31/07/22B16.75,HATTON NATIONAL BANK PLC,7000000,LK0078D09939
HNB/BD/01/11/21-C2362-11,HATTON NATIONAL BANK PLC,20000000,LK0078D23625
HNB/BD/01/11/23-C2361-13,HATTON NATIONAL BANK PLC,40000000,LK0078D23617
HNB/BD/14/12/17-C2272-6.,HATTON NATIONAL BANK PLC,1587200,LK0078D22726
HNB/BD/14/12/19-C2274-7.,HATTON NATIONAL BANK PLC,27572400,LK0078D22742
HNB/BD/14/12/24-C2275-8.,HATTON NATIONAL BANK PLC,840400,LK0078D22759
HNB/BD/28/03/21-C2346-11,HATTON NATIONAL BANK PLC,70000000,LK0078D23468
HOPL-N-0000,HORANA PLANTATIONS PLC,25000000,LK0252N00003
HPFL-N-0000,LOTUS HYDRO POWER PLC,109088112,LK0370N00003
HPWR-N-0000,RESUS ENERGY PLC,58390263,LK0360N00004
HSIG-N-0000,HOTEL SIGIRIYA PLC,5859000,LK0085N00007
HUEJ-N-0000,HUEJAY INTERNATIONAL INVESTMENTS PLC,1800000,LK0086N00005
HUNA-N-0000,HUNAS FALLS HOTELS PLC,5625000,LK0210N00001
HUNT-N-0000,HUNTER & COMPANY PLC,5145000,LK0087N00003
HVA-N-0000,HVA FOODS PLC,66428660,LK0374N00005
IDL-N-0000,SERENDIB ENGINEERING GROUP PLC,32383250,LK0326N00005
INDO-N-0000,INDO-MALAY PLC,6998400,LK0088N00001
JANA/BD/19/11/19-C2268-1,JANASHAKTHI PLC,10000000,LK0431D22685
JINS-N-0000,JANASHAKTHI INSURANCE PLC,544500198,LK0356N00002
JKH-N-0000,JOHN KEELLS HOLDINGS PLC,1387467137,LK0092N00003
JKL-N-0000,JOHN KEELLS PLC,60800000,LK0093N00001
KAHA-N-0000,KAHAWATTE  PLANTATIONS  PLC,79889805,LK0297N00008
KAPI-N-0000,MTD WALKERS PLC,167647568,LK0099N00008
KAPI/BD/30/09/18-C2316-9,MTD WALKERS PLC,21132800,LK0099D23167
KAPI/BD/30/09/20-C2315-1,MTD WALKERS PLC,8867200,LK0099D23159
KCAB-N-0000,KELANI CABLES PLC,21800000,LK0102N00000
KDL-N-0000,KELSEY DEVELOPMENTS PLC,17429274,LK0100N00004
KFP-N-0000,KEELLS FOOD PRODUCTS PLC,25500000,LK0101N00002
KGAL-N-0000,KEGALLE  PLANTATIONS  PLC,25000000,LK0247N00003
KHC-N-0000,THE KANDY HOTELS COMPANY (1938) PLC,577500000,LK0095N00006
KHL-N-0000,JOHN KEELLS HOTELS PLC,1456146780,LK0343N00000
KOTA-N-0000,KOTAGALA PLANTATIONS PLC,40000000,LK0244N00000
KOTA/BC/26/05/18A14.25,KOTAGALA PLANTATIONS PLC,2500000,LK0244D21916
KOTA/BC/26/05/19B14.5,KOTAGALA PLANTATIONS PLC,2500000,LK0244D21908
KOTA/BC/26/05/20C14.75,KOTAGALA PLANTATIONS PLC,2500000,LK0244D21890
KOTA/BC/26/05/21D15,KOTAGALA PLANTATIONS PLC,2500000,LK0244D21924
KVAL-N-0000,KELANI VALLEY PLANTATIONS PLC,34000000,LK0249N00009
KZOO-N-0000,KALAMAZOO SYSTEMS PLC,50000,LK0094N00009
LALU-N-0000,LANKA ALUMINIUM INDUSTRIES PLC,13702823,LK0108N00007
LAMB-N-0000,KOTMALE HOLDINGS PLC,31400000,LK0107N00009
LCEM-N-0000,LANKA CEMENT PLC,173510748,LK0111N00001
LCEY-N-0000,LANKEM CEYLON PLC,24000000,LK0115N00002
LDEV-N-0000,LANKEM DEVELOPMENTS PLC,60000000,LK0116N00000
LFIN-N-0000,LB FINANCE PLC,138514284,LK0301N00008
LFIN/BC/28/11/18A14,LB FINANCE PLC,6401400,LK0301D20841
LFIN/BC/28/11/18B14.5,LB FINANCE PLC,7570100,LK0301D20858
LFIN/BC/28/11/18C15,LB FINANCE PLC,6028500,LK0301D20866
LGL-N-0000,LAUGFS GAS PLC,335000086,LK0371N00001
LGL-X-0000,LAUGFS GAS PLC,52000000,LK0371X00000
LHCL-N-0000,THE LANKA HOSPITALS CORPORATION PLC,223732169,LK0318N00002
LHL-N-0000,THE  LIGHTHOUSE  HOTEL  PLC,46000000,LK0300N00000
LIOC-N-0000,LANKA IOC PLC,532465705,LK0345N00005
LION-N-0000,LION BREWERY (CEYLON) PLC,80000000,LK0291N00001
LION/BC/17/06/17D13.49,LION BREWERY (CEYLON) PLC,201200,LK0291D19739
LION/BC/17/06/17G13.75,LION BREWERY (CEYLON) PLC,598200,LK0291D19689
LION/BC/17/06/18E13.79,LION BREWERY (CEYLON) PLC,201200,LK0291D19747
LION/BC/17/06/18H14,LION BREWERY (CEYLON) PLC,797600,LK0291D19713
LION/BD/08/12/19-C2270,LION BREWERY (CEYLON) PLC,20000000,LK0291D22709
LITE-N-0000,LAXAPANA BATTERIES PLC,39000000,LK0063N00004
LLMP-N-0000,LUCKY LANKA MILK PROCESSING COMPANY,176028410,LK0429N00007
LLMP-X-0000,LUCKY LANKA MILK PROCESSING COMPANY,24000000,LK0429X00006
LLUB-N-0000,CHEVRON LUBRICANTS  LANKA  PLC,240000000,LK0290N00003
LMF-N-0000,LANKA MILK FOODS (CWE) PLC,39998000,LK0112N00009
LOFC-N-0000,LOLC FINANCE PLC,2800000000,LK0392N00007
LOFC/BD/25/01/20-C2289-9,LOLC FINANCE PLC,10300,LK0392D22895
LOFC/BD/25/01/20-C2290-9,LOLC FINANCE PLC,47489100,LK0392D22903
LOFC/BD/25/01/20-C2291-9,LOLC FINANCE PLC,2500600,LK0392D22911
LOLC-N-0000,LANKA ORIX LEASING COMPANY PLC,475200000,LK0113N00007
LOLC/BD/24/11/19-C2269-9,LANKA ORIX LEASING COMPANY PLC,50000000,LK0113D22697
LPRT-N-0000,LAKE HOUSE PRINTERS & PUBLISHERS PLC,2937245,LK0106N00001
LVEN-N-0000,LANKA VENTURES PLC,50000000,LK0240N00008
LWL-N-0000,LANKA WALLTILE PLC,54600000,LK0219N00002
MADU-N-0000,MADULSIMA  PLANTATIONS  PLC,169501097,LK0251N00005
MAL-N-0000,MALWATTE VALLEY PLANTATION PLC,202792331,LK0313N00003
MAL-X-0000,MALWATTE VALLEY PLANTATION PLC,20250660,LK0313X00002
MARA-N-0000,MARAWILA  RESORTS  PLC,228000000,LK0292N00009
MASK-N-0000,MASKELIYA PLANTATIONS PLC,53953489,LK0250N00007
MBSL-N-0000,MERCHANT BANK OF SRI LANKA & FINANCE,165717222,LK0186N00003
MBSL/BC/16/12/17A14.25,MERCHANT BANK OF SRI LANKA & FINANCE,6747700,LK0186D20929
MBSL/BC/16/12/17C13.5,MERCHANT BANK OF SRI LANKA & FINANCE,175400,LK0186D20911
MBSL/BC/16/12/17D13.25,MERCHANT BANK OF SRI LANKA & FINANCE,114700,LK0186D20937
MBSL/BC/27/03/17B17.25,MERCHANT BANK OF SRI LANKA & FINANCE,4852400,LK0186D19202
MBSL/BC/27/03/18A17.5,MERCHANT BANK OF SRI LANKA & FINANCE,6251100,LK0186D19194
