, Market Indices - Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ASPI,SPI / MPI (Jan-99 onwards),S&P SL 20,TURNOVER- Rs Mn Equity,MARKET CAP.- RS. BN.,SHARES -'000,TRADES,BFI,BFT,C&P,C&E,DIV,F&T,HLT,H&T,INV,IT,L&P,MFG,MTR,OIL,PLT,P&E,SRV,,S&S,TLE,TRD
2014-08-25 00:00:00,7034.09,-,3872.51,40534.933329,2952.42,2349049.424,255768,16294.6,22535.9,7144.55,3349.76,2053.22,932.06,821.93,3491.85,20144.7,84.92,726.44,3599.69,18265,116948.05,840.34,157.74,26606.5,,22288.72,212.2,15448.49
2014-09-25 00:00:00,7252.14,-,4038.3,46148.986004,3066.35,1995990.695,264350,17350.45,22151.02,7763.59,3583.27,2151.58,1083.31,929.69,3540.36,21328.48,83.25,767.66,3800.25,18620.77,116146.1,829.94,164.29,26753.16,,22673.14,209.48,16102.02
2014-10-25 00:00:00,7326.81,-,4087.38,39045.246479,3109.56,1819608.641,207630,17933.61,22012.91,7539.22,3730.07,2148.45,1122.58,945.5,3530.63,20922.51,84.36,766.52,3881.15,18733.87,112037.45,881.49,181.2,26850.01,,23149.3,214.14,16523.51
2014-11-25 00:00:00,7153.9,-,3971.12,40807.938867,3039.2,1984135.113,233968,17386.99,21464.48,7306.66,4130.55,2058.1,1009.84,878.4,3432.89,20502.31,77.78,713.36,3818.63,18272.35,119230.85,794.12,188.22,25139.05,,23222.92,214.26,16527.52
2014-12-25 00:00:00,7298.95,-,4089.14,24322.150657,3104.86,911815.087,103392,18101.25,21466.99,7307.64,3825.71,2105.45,999.91,884.85,3453.85,20865.38,78.34,747.04,4146.15,18208.83,113544.94,824.02,196.18,26053.02,,23567.06,221.84,16784.41
2015-01-25 00:00:00,7180.05,-,3962.24,24852.649611,3042.26,994349.572,147116,18088.27,22037.48,7300.01,3280.32,1965.8,1026.89,861.41,3437.7,20561.84,76,752.07,4235.67,17848.62,110177.48,815.11,188.2,26171.01,,25054.12,209.39,16305.48
2015-02-25 00:00:00,7301.29,-,4115.88,24142.152757,3094.62,931690.407,132291,18982.14,22637.75,7367.99,3396.32,1928.77,1005.57,862.82,3431.12,20289.81,76.67,741.4,4280.9,18129.93,121942.68,814.76,173.22,27101.48,,26888.28,207.17,17243.32
2015-03-25 00:00:00,6820.34,-,3852.43,17271.652395,2891.17,652305.812,100581,17735.31,21581.15,6880.29,2655.68,1790.48,998.34,799.07,3281.6,18985.25,68.76,661.15,4058.6,16690.78,112842.18,757.03,159.98,26150.98,,23645.3,186.55,15909.18
2015-04-25 00:00:00,7179,-,4053.45,13321.015095,3048.67,631628.339,108322,18880.31,22155.16,7191.65,2990.49,1895.43,1021.23,848.68,3392.75,19882.77,85.47,698.03,4339.21,17315.1,118019.45,781.98,174.55,26328.37,,24108.56,199.79,17064.14
2015-05-25 00:00:00,7220.29,-,4000.66,27325.02023,3067.26,804425.805,158055,19295.32,22340.25,7229.79,2869.5,1873.39,994.23,817.21,3451.34,19875.84,82.24,690.31,4434.98,18992.76,115152.84,761.22,158.79,26753.85,,24507.63,199.79,18579.65
2015-06-25 00:00:00,7020.8,-,3908.03,16072.239178,2983.02,697916.408,124085,18515.38,21279.23,7189.54,3059.07,1884.68,970.6,818.81,3399.51,19233.45,78.34,687,4258.9,18680.13,113656.55,749.11,156.51,24797.72,,24933.49,184.83,17996.77
2015-07-25 00:00:00,7332.05,-,4107.97,25519.620177,3115.26,813352.834,136032,19298.06,22062.67,7986.67,3369.23,1999.52,1003.05,869.84,3418.71,20387.38,81.12,722.77,4624.2,18985.99,112967.21,793.32,168.52,26595.6,,25240.17,197.06,18506.92
2015-08-25 00:00:00,7306.94,-,4026.26,34205.188163,3104.34,1360549.617,188097,19146.87,22500.96,8111.56,3239.16,1941.99,1002.02,870.95,3395.51,19763.7,73.88,704.92,4638.73,19330.65,109899.74,775.81,181.83,26307.21,,26013.13,201.61,19617.36
2015-09-25 00:00:00,7050.87,-,3826.15,15840.860991,2990.81,502446.644,120118,17992.78,22344.29,7904.99,3135.11,1847.5,993.73,876.75,3322.22,18380.28,67.2,683,4459.08,18638.4,108922.38,771.56,176.28,25492.67,,25825.38,197.56,18018.72
2015-10-25 00:00:00,7042.06,-,3803,20719.869378,2990.46,651212.823,142128,17966.11,22390.85,7820.77,3011.2,1845.09,1046.75,896.03,3299.02,18825.45,67.2,665.8,4551.59,18051.34,103005.14,767.75,182.92,25644.85,,24836.77,199.28,18106.6
2015-11-25 00:00:00,6909.15,-,3657.69,13489.490802,2943.29,492052.901,87992,17091.65,22689.07,7484.29,2953.8,1846.33,1025.32,960.09,3249.5,18001.43,62.18,681.86,4394.47,17866.53,95691.68,741.01,168.46,24041.49,,25695.37,194.12,17864.71
2015-12-25 00:00:00,6894.5,-,3625.69,20491.251526,2938,882729.886,61973,17142.73,22384.61,7499.8,2896.81,1849.41,1050.53,935.07,3277.35,17727.51,63.75,690.05,4402.91,17630.78,94336.14,733.95,170.23,23621.81,,25606.99,192.31,18058.45
Jan-16,6340.05,-,3302.01,14216.363407,2706.66,591697.848,88074,15559.63,21172.44,6997.59,2681.73,1659.45,956.27,869.04,3130.36,15714.82,51.15,658.73,4004.75,16620.83,82040.27,675.59,155.47,23102.37,,25866.16,173.62,16510.74
Feb-16,6191.81,-,3249.46,12729.615691,2646.08,687063.81,64658,15131.97,21101.94,7193.44,2445.1,1637.73,900.35,881.21,3061.93,13589.53,47.8,648.84,3788.93,16735.33,82050.01,652.3,149.56,22016.33,,24624.92,161.91,16020.35
Mar-16,6071.88,-,3204.44,17909.343841,2586.15,839324.386,83010,14996.18,20686.7,7072.13,2327.99,1539.48,934.38,876.04,3026.05,12881.37,46.13,652.75,3760.41,16134.07,77171.12,647.33,149.95,20082.59,,26732.3,171.2,15030.11
Apr-16,6516.26,-,3435.55,14256.871277,2776.54,598560.027,106605,16239.97,21906.92,7320.91,2602.97,1651.39,1000.38,1028.45,3157.35,15957.96,60.06,703.78,4219.27,16779.48,79325.35,708.79,169.03,23058.84,,26960.75,177.98,16085.59
May-16,6550.51,-,3425.57,17204.385271,2791.18,534183.555,109940,16015.42,22812.42,7193.32,2492.84,1642.02,966.52,1067.53,3177.85,15461.12,53.93,696.02,4206.03,17919.09,79344.82,694.4,164.81,21763.86,,27499.74,182.93,15836.5
Jun-16,6283.27,-,3300.2,11061.236455,2677.63,483733.728,81370,15336.47,22317.98,7287.04,2379.3,1560.61,942.46,1026.17,3098.52,14321.3,48.92,667.71,4041.97,16527.66,72041.09,664.61,153.33,19481.86,,26784.51,171,14742.37
Jul-16,6393.87,-,3414.39,11993.452317,2724.76,838242.324,103124,15771.07,21893.14,7045.77,2479.62,1623.26,961.51,1045.23,3111.51,14908.4,46.13,673.66,4281.21,16731.26,72298.09,661.57,160.46,19504.16,,27095.75,174.85,15866.71
Aug-16,6528.21,-,3585.14,20731.617079,2782.79,714414.934,133176,16201.65,21976.77,7168.45,2760.24,1674.56,959.48,1132.05,3142.26,14524.09,51.15,700.9,4467.6,16411.99,70759.43,652.48,164.93,19176.24,,27269.77,176.27,16689.82
Sep-16,6534.77,-,3617.32,15281.75353,2785.68,733035.382,112244,16485.93,21304.4,7224.57,2828.05,1686.31,967.8,1110.9,3129.05,14293.69,49.47,662.93,4640.86,16446.83,68558.4,638.58,156.52,19116.9,,28986.01,183.55,17157.7
Oct-16,6409.23,-,3559.92,9851.567938,2732.38,478898.75,76149,16091.37,21005.88,7042,2659.14,1649.37,943.2,1088.42,3108.32,13401.75,43.9,646.99,4499.64,16340.65,71648.2,644.63,151.95,18717.99,,27836.06,178.2,16666.47
Nov-16,6241.1,-,3467.1,8269.457362,2659.52,296688.758,54791,15418.49,21731.54,6573.65,2473.45,1582.25,919.18,996.94,3037.47,12396.93,38.33,621.92,4326.45,15799.15,71229.89,631.82,149.55,17389.17,,27148.25,165.76,15777.36
Dec-16,6228.26,-,3496.44,23429.783565,2745.41,399961.943,43708,15816.94,21199.6,6546.89,2542.24,1545.7,950.63,994.49,3033.49,12578.26,40.56,634.27,4310.74,15140.23,71716.8,641.18,145.82,17481.49,,27268.42,168.28,15898.14
Jan-17,6132.68,,3489.61,13608.531723,2701.6,669550.669,50722,15323,21050.74,6470.08,2488.16,1534.37,879.83,970.22,2986.36,12005.48,40.56,607.43,4266.03,14873.53,71159.18,675.28,138.41,17352.65,,26948.24,170.1,15664.18
Feb-17,6134.28,,3543.82,12554.15555,2698.4,430839.433,47075,15304.7,21319.63,6278.26,2477.46,1549.86,851.77,976.05,2940.75,11514.36,37.78,601.21,4305.08,14724.72,65543.82,677.09,133.91,17025.66,,26340.1,170.01,16987.99
Mar-17,6061.94,,3438.88,19398.213389,2662.86,668695.966,65508,14748.99,21955.92,6068.36,2388.53,1519.92,910.03,959.09,2905.54,10774.61,33.32,607.36,4156.73,14352.94,66495.9,690.32,128.29,15921.35,,28024.59,170.12,16177.81
Apr-17,6610.46,,3786.39,26161.539979,2908.77,997868.058,89494,16098.32,24238.92,6559.2,2590.26,1718.4,984.26,978.91,3014.62,12997.46,33.32,631.54,4525.17,14884.43,67662.21,818.17,140.79,18647.67,,27918.67,180.53,17890.78
May-17,6674.32,,3818.9,17496.681368,2952.54,800584.789,104904,16749.64,23557.43,6585.4,2671.09,1781.42,965,962.34,3028.45,12825.45,35.55,622.1,4525.29,14949.83,65359.28,897,134.77,19882.96,,29285.91,176.8,18159.92
Jun-17,6747.07,,3933.51,21312.109334,3041.23,835255.807,100413,16939.7,23278.93,6395.87,2632.75,1888.27,990.34,952.47,3008.15,12939.17,34.43,614.79,4685.74,14990.93,63705.04,847.7,132.05,20858.03,,26907.09,173.87,18224.36
Jul-17,6637.39,,3811.01,14530.717076,3010.15,769848.427,101594,16539.05,22710.09,6350.33,2771.3,1861.11,1023.91,989.69,2957.13,13656.37,37.22,608.34,4545.06,14673.64,64252.49,914.59,138.85,19089.93,,27822.29,168.91,17209.1
Aug-17,6390.74,,3685.96,13938.768396,2897.75,774794.475,71791,16503.07,21842.77,5852.19,2613.84,1724.51,955.44,935.98,2882.94,12615.46,34.43,582.28,4283.66,14452.7,59092.95,923.51,131.89,18633.65,,27645.51,164.17,16753.55
Sep-17,6438.24,,3687.97,26573.043152,2919.7,850230.994,95563,16609.99,22281.45,6385.72,2626.79,1720.42,937.01,1023.11,2884.2,12772.12,45.02,571.38,4174.16,14167.7,56379.51,1042.31,129.98,18422.66,,27367.77,168.72,17023.03
Oct-17,6617.36,,3899.63,23828.901198,3008.75,752360.688,129101,17618.62,22953.71,6257.09,2545.9,1739.29,965.92,976.19,2888.77,13169.91,39.45,572.94,4139.89,14259.04,57962.35,1063.5,128.84,18868.2,,27226.02,184.5,16921.99
Nov-17,6411.84,,3724.96,20245.853324,2922.66,584320.361,74562,16785.76,22695.42,5914.39,2335.35,1699.45,891.58,959.64,2846.28,12037.69,34.43,554.62,3968.8,14293.72,57000.01,949.72,122.87,17833.57,,27289.4,177.93,16404.78
Dec-17,6369.26,,3671.72,10942.722872,2899.29,333923.944,51250,16618.69,23071.77,5831.84,2331.22,1669.18,938.7,941.14,2825.79,11698.47,34.43,564.03,3918.98,14256.97,53173.71,972.87,122.25,17587.93,,27561.78,175.91,15477.56
Jan-18,6476.41,,3747.3,17458.107734,2961.47,427188.62,60946,16839.83,23614.35,5742.21,2292.58,1735.05,858.47,969.76,2811.85,11375.47,34.99,560.04,3907.07,14167,53288.91,957.47,132.82,18102.31,,27910.97,180.67,14805.98
Feb-18,6551.78,,3710.14,19513.211583,3046.35,721889.36,108986,17179.48,23908.35,5671.86,2165.58,1789.38,874.37,940.29,2826.51,11518.53,34.99,586.22,3734.98,14196.85,53953.14,949.91,135.15,18993.6,,28216.43,179.46,14422.68
Mar-18,6476.78,,3650.1,33433.501111,3032.71,873167.172,100869,17006.38,23702.81,5675.64,2074.59,1746.3,928.71,988.09,2830.99,10976.18,32.76,585.32,3596.5,14145.46,50632.75,913.17,138.15,18292.89,,27795.79,180.17,14485.36
Apr-18,6531.06,,3660.1,11661.269803,3049.25,407356.711,66048,17334.54,23573.94,5789.65,2025.39,1776.31,918.72,924.77,2832.77,11227.28,33.32,595.97,3557.99,14526.28,52417.91,962.25,133.25,17959.24,,28190.1,185.83,14622.78
May-18,6398.44,,3567.04,15741.874279,2989.02,605193.001,80737,17149.54,23966.04,5585.1,1828.61,1683.98,849.72,927.87,2763.69,10538.63,31.65,587.8,3308.93,14404.88,52286.99,877.96,130.5,17846.82,,27845.5,183.52,13397.85
Jun-18,6194.63,,3388.88,11586.681344,2893.76,338387.154,61406,16262.61,24166.41,5403.98,1577.37,1621.29,812.12,916.72,2741.03,9594.59,28.86,558.16,3033.71,14084.38,50192.41,804.08,122.46,17209.93,,27300.71,179.37,12152.55
Jul-18,6147.27,,3333.42,8649.347572,2878.59,430202.901,66773,16171.83,24478.87,5263.33,1614.63,1549.83,833.28,897.54,2713.04,9459.95,27.75,563.87,3137.32,13632.58,50620.85,763.36,120.35,16671.69,,28824.46,178.77,12225.71
Aug-18,6080.26,,3229.21,12027.045341,2848.52,349869.064,64747,16085.37,25311.53,5216.54,1448.08,1524.77,859.73,855.58,2668.32,9610.84,28.86,557.73,2980.29,13422.81,51096.89,750.77,114.54,16012.01,,28074.51,153.89,12417.71
Sep-18,5862.18,,3002,10916.220749,2752.86,336522.846,65284,15456.49,24519.08,4972.57,1312.25,1465.23,803.27,808.81,2644.15,9428.82,27.19,539.53,2741.2,13186.8,48983.53,732.17,110.41,16090.99,,28656.17,149.75,11316.06
Oct-18,5953.47,,3084.08,17608.355736,2793.05,433711.283,70099,15669.03,24328.48,5188.54,1487.06,1535.63,851.66,815.17,2668,9972.64,26.63,554.97,2848.81,13157.48,49590.48,736.64,110.11,16565.64,,27869.93,147.42,12206.22
Nov-18,6019.33,,3178.51,24788.102852,2823.95,714732.353,81202,15912.19,24335.39,5179.98,1535.01,1593.93,881.66,808.05,2668.97,9390.44,26.08,554.94,2856.8,13000.44,50765.67,721.11,109.3,15959.38,,29847.21,147.11,12056.72
Dec-18,6052.37,,3135.18,16685.120345,2839.45,362516.841,58560,16490.94,24289.61,5182.48,1377.23,1590.94,858.34,833.79,2663.96,9527.75,25.52,553.6,2832.36,13149.48,49942.23,734.67,107.45,16250.92,,28408.28,139.21,12344.88
Jan-19,5989.9,,3073.71,12157.123626,2799.4,328378.096,82896,16388.67,24255.17,5277.94,1451.77,1544.59,909.37,808.95,2654.93,9520.52,26.63,538.16,2861.86,12408.37,49418.58,783.93,99.36,15598.12,,28152.16,136.58,11496.59
Feb-19,5816.29,,2978.91,14194.236729,2718.58,350405.534,55363,15548.2,23800.18,4966.53,1390.58,1524.07,886.05,806.17,2627.6,8892.36,24.41,538.57,2618.87,11883.19,49335.27,743.08,96.04,15640.16,,28210.71,135.57,10890.35
Mar-19,5557.24,,2738.95,11404.224851,2605.9,267910.499,57216,14678.62,22863.03,4912.08,1327.76,1433.95,862.1,769.78,2599.29,8747.63,23.85,537.62,2514.76,11250.85,49335.27,716.8,92.45,15112.73,,28165.75,126.07,10111.73
Apr-19,5478.41,,2627.46,7823.613598,2572.51,230327.492,52715,14438.07,22649.3,5009.54,1309.72,1405.62,918.42,756.42,2555.62,8520.07,23.85,518.9,2478.33,10573.45,49811.31,703.95,92.72,14673.63,,27128.48,125.45,10267.48
May-19,5310.95,,2469.82,8375.89326,2502.27,420179.314,66238,13674.79,22090.62,5238.11,1242.55,1356.08,747.58,750.76,2487.84,8623.11,19.39,508.5,2465.1,10355.71,48580.33,693.3,90.43,15256.29,,26986.67,131.92,9166.42
Jun-19,5372.28,,2496.56,9834.174336,2523.38,648751.496,54926,13904.12,22059.1,5526.03,1390.08,1368.98,817.12,794.63,2518.55,8687.84,24.41,544.85,2557.53,10799.9,48592.23,702.88,90.95,14817.07,,27907.81,128.18,8797.72
Jul-19,5935.34,,2983.45,25026.064669,2797.91,3351149.39,158594,16012.66,23035.73,5962.39,1725.02,1517.1,973.85,838.95,2599.02,10494.53,26.63,598.64,2977.3,11041.61,49728.46,772.12,95.24,16562.2,,28186.78,160.63,11826.01
Aug-19,5889.86,,2908.44,14680.609138,2780.49,697289.492,122378,15923.59,22262.32,6087.32,1763.73,1533.84,1002.55,842.31,2590.58,11215.09,30.19,598.96,2900.55,11265.52,49862.49,756.9,93.34,15782.29,,28366.28,157.09,13275.64
Sep-19,5738.24,,2759.72,14815.098579,2709.22,1002774.114,95928,15170.42,21583.43,6108.45,1656.72,1514.77,972.33,789.18,2624.66,11271.16,30.19,571.48,2844.31,10971.27,52087.99,741.14,90.29,15698,,29721.98,155.06,12231.8
Oct-19,5990.24,,2980.11,16547.769919,2781.67,957495.147,155223,15849.01,21531.61,6511.57,1943.15,1580.71,1092.6,805.2,2717.8,12203.65,36.1,589.81,3302.09,11203.92,49279.34,774.78,92.64,16354.56,,28726.45,182.27,12950.34
Nov-19,6211.97,,3072.15,25375.166358,2889.79,1025343.878,183313,16113.53,22802.08,6661.7,2022.22,1653.54,1123.95,790.29,2756.6,12711.61,33.74,590.49,3722.69,11258.12,49708.87,779.93,98.43,16172.37,,27513.9,189.35,14501.01
Dec-19,6129.21,,2936.96,11173.982931,2851.31,575011.551,112415,16318.75,22116.33,6635.71,1965.35,1640.29,1078.67,754.68,2741.09,12637.28,32.55,583.88,3553.04,11206.71,50910.88,774.87,94.91,15856.18,,26126.61,176.4,14462.07
The CSE has adopted the Global Industry Classification Standard (GICS) along with S&P/CSE co-branded sector indices with effect 20 January 2020. ,,,,,,,,A&C,BNK,CG,CPS,CDA,CS,DF,EGY,FSR,FBT,HES,HPP,INS,MAT,PBL,RE,RET,S&S,TEL,TRP,UTI
Jan-20,5929.76,,2835.04,37802.703573,2761.11,746165.616,97094,591.15,673.3,857.92,729.05,959.65,251.87,901.92,541.16,1223.76,856.6,828.51,1041.99,1363.35,653.52,1982.01,794.22,714.91,,916.41,831.72,720.93
Feb-20,5592.92,,2631.99,8396.75038,2599.15,287743.951,79992,505.36,635.95,781.3,661.43,839.36,226.98,797.67,483.44,1174.08,832.66,792.7,971.93,1371.32,587.31,1982.01,735.09,659.36,,870.45,647.08,688.89
Mar-20,4571.63,,1947.42,6324.628808,2128.27,312790.721,76943,443.7,470.09,610.14,594.25,591.31,187.67,639.21,421.71,1099.28,697.73,667.1,799.48,1170.85,436.62,1982.01,638.81,530.98,,636.44,346.02,544.97
Apr-20,Market Closed Due to COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-20,4846.76,,2016.08,22809.292981,2265.99,878186.767,138473,534.85,485.47,631.53,713.33,667.46,193.12,714.58,445.58,1134.35,724.05,745.62,864.15,1210.05,525,1982.01,674.69,609.17,,779.58,446.38,623.28
Jun-20,5149.57,,2268.77,29071.926748,2404.67,1091331.9,201301,565.68,551.8,690.31,666.52,780.49,208.62,751.39,533.63,1141.44,737.92,760.04,907.27,1348.38,602.27,1982.01,704.13,610.13,,856.71,546.73,690.7
Jul-20,5124.26,,2179.65,26579.280946,2411.67,1126640.466,244701,621.98,530.01,667.63,683.07,800.07,213.97,766.72,498.3,1132.43,736.75,764.92,944.99,1265.36,675.69,1982.01,737.38,645.66,,833.97,647.08,720.64
Aug-20,5329.33,,2359.75,36859.609526,2316.19,1601334.066,257526,856.57,567.61,757.06,698.74,808.42,219.45,777.16,523.03,1108.56,750.63,793.48,1015.05,1277.06,744.43,1982.01,736.51,652.92,,839.76,881.44,763.13
Sep-20,5984.84,,2463.27,49955.620139,2595.84,3442643.309,432743,1067.02,591,839.47,740.42,1030.53,234.36,873.16,695.07,1183.01,874,873.48,1139,1350.61,899.58,1982.01,802,806.94,,877.75,1935.9,905.44
Oct-20,5726.59,,2282.2,58170.955064,2494.26,3884782.143,549189,1068.36,537.34,803.82,724.22,903.15,217.97,816.37,626.42,1165.89,823.19,962.6,1063.55,1284.96,1046.14,,725.01,781.03,,836.57,3039.79,890.78
Nov-20,6243.76,,2453.87,53350.179621,2728.11,2333664.737,484627,1257.37,556.29,943.96,838.02,1051.81,242.47,846.45,646.51,1174.72,879.89,1002.2,1133.61,1322.44,1219.71,,751,910.79,,908.95,4545.11,973.57
Dec-20,6774.22,,2638.1,67560.566262,2960.65,5643444.979,507432,1159.52,587.3,1023.01,832.2,1127.42,277.03,891.64,745.39,1244.21,967.54,1303.52,1320.23,1416.12,1351.45,,797.96,1009.88,,943.3,4870.2,1002.55
Jan-21,8668.07,,3514.18,185769.684426,3789.15,10216515.699,962957,1262.73,742.08,1435.97,856.02,1311.01,275.86,1700.08,830.11,1434.41,1092.17,1155.64,1336.4,1468.21,1868.57,,921.95,1086.42,,1015.46,8468.94,1012.32
Feb-21,7476.34,,2966.63,97739.735682,3269.43,5348966.628,575089,1057.64,632.61,1184.44,766.94,1144.22,250.61,1331.6,664.52,1379.86,977.73,1062.46,1239.4,1398.94,1591.71,,800.81,916.93,,971.27,7794.98,915.01
Mar-21,7121.28,,2850.12,40944.856932,3111.26,2085939.291,331453,1045.58,622.87,1120.71,684.12,1098.61,239.56,1167.83,628.45,1369.26,938.04,1014.49,1207.06,1430.46,1476.82,,792.71,884.59,,963.47,7493.92,919.89
Apr-21,7208.2,,2869.25,52996.395635,3178.8,2129973.259,396672,1126.01,600.1,1175.82,680.58,1168.13,232.61,1211.56,601.28,1351.5,931.7,1052.25,1287.9,1353.09,1593.7,,766.49,915.39,,949.67,7826.82,909.5
May-21,7403.44,,2978.81,37023.80502,3268.27,2285237.152,333058,1139.41,632.8,1200.05,690.46,1189.07,232.18,1288.57,660.4,1395.73,938.19,1211.69,1282.51,1357.42,1576.1,,767.76,944.66,,976.1,7672.94,968.51
Jun-21,7837.76,,2968.26,46472.628826,3470.24,1812491.877,484399,1130.03,636.07,1164.49,747.91,1170.43,238.57,1800.39,663.57,1416.65,961.75,1110.78,1403.01,1354.6,1585.48,,800.3,949.56,,932.69,8385.87,959.99
Jul-21,8120.48,,3062.17,53813.320592,3598.61,3149756.597,451149,1273.46,622.56,1226.86,935.14,1398.18,287.88,1783.56,627.79,1442.19,987.88,1147.05,1532.34,1365.78,1705.57,,807.3,1005.56,,911.42,11199.14,982.72
Aug-21,8997.6,,3364.59,143510.249018,4009.46,6191641.412,951075,1117.96,633.49,1266.64,1043.26,1872.44,274.84,2215.05,629.61,1390.69,1022.15,1181.68,1764.07,1290.7,1598.87,,809.36,917.12,,860.17,27986.21,959.08
Sep-21,9459.94,,3534.82,134726.825453,4215.63,6428200.07,804206,1139.41,631.41,1351.21,1032.22,1822.02,348.27,2357.58,661.04,1394.05,1027.56,1295.32,1796.41,1328.18,1552.44,,821.66,936.41,,903.7,33228.81,982.77
Oct-21,10162.93,,3708.52,77677.159159,4529.29,3794973.94,646015,1205.09,683.32,1438.72,956.6,1843.42,381.5,2734.06,781.97,1351.68,1066.13,1356.58,1745.28,1360.57,1640.8,,848.45,962.95,,918.01,36053.11,984.73
Nov-21,11440.53,,3875.96,153390.647821,5105.73,6393891.243,1091782,1132.71,632,1521.28,1143.13,1925.11,342.38,3805.55,771.61,1264.8,1123.39,1303.94,1583.61,1380.96,1688.1,,833.88,1049.31,,917.53,46906.54,1024.11
Dec-21,12226.01,,4233.25,149091.810887,5489.17,9934101.37,1103653,1321.72,609.05,1735.63,1152.82,1984.26,381.76,3447.33,1566.62,1293.74,1218.42,1423.26,1907.19,1676.87,1772.65,,877.95,1167.18,,922.83,62493.33,1027.93
Jan-22,13009.5,,4397.57,164202.797782,5815.46,7045262.943,1120079,1394.1,628.12,1876.74,1166.47,2122.54,392.23,3663.96,1411.01,1301.71,1275.56,1880.06,1828.19,1999.83,1821.33,,905.3,1574.92,1180.71,1041.26,59195.78,1106.71
Feb-22,11577.94,,3936.81,86582.102091,5251.75,3248893.381,819556,1147.45,616.72,1632.32,1007.24,1805.55,363.12,3232.19,1244.15,1229.08,1107.24,1817.63,1628.07,1720.14,1521.81,,817.08,1205.64,937.58,1019.17,49314.34,1004.2
Mar-22,8903.87,,3031.16,52140.986755,3826.5,2405224.841,497155,776.14,505.18,1274.93,715.58,1582.52,294.04,2183.53,781.91,1129.58,844.26,1388.66,1447.03,1504.5,1105.85,,664.42,784.63,681.29,843.05,34629.65,867.25
Apr-22,7624.26,,2509.24,17740.404113,3226.43,914116.528,173440,612.6,419.61,1071.66,694.84,1536.32,258.37,1675.48,678.63,1014.87,768.35,1280.93,1295.96,1305.19,970.04,,583.46,695.32,712.83,795.79,28260.4,810.74
May-22,8108.09,,2679.33,29956.439913,3611.19,1946122.875,311049,683.65,401.52,1099.48,773.33,1581.84,263.46,1967.5,1239.84,1087.67,866.98,1301.67,1429.6,1389.68,1011.79,,597.57,703.69,735.53,799.65,36048.15,778.75
Jun-22,7342.33,,2334.36,22944.178458,3184.16,1193665.278,266294,608.58,372.18,1048.3,848.6,1484.31,245.02,1546.14,1453.08,1037.56,771.51,1212.08,1348.25,1298.57,919.2,,548.18,656.17,704.39,718.32,28796.5,755.77
Jul-22,7731.15,,2448.36,20594.32453,3321.54,1133300.459,276457,636.73,384.1,1072.88,764.74,1725.52,268.66,1532.11,1750.69,1043.16,827.79,1259.51,1522.57,1293.66,1054.43,,549.73,676.96,804,757.15,29207.36,813.66
Aug-22,9071.32,,2928.97,77160.723868,3964.04,2797241.88,717297,916.89,379.89,1286.82,1654.95,1767.11,402.04,1919.5,3178.58,1174.14,959.72,1253.27,2103.61,1358.98,1368.59,,621.85,796.67,853.43,815.24,36136.65,847.03
Sep-22,9931.07,,3165.33,95759.679517,4341.13,3594930.06,763750,910.19,435.41,1438.08,2006.63,1661.7,414.55,1951.58,4984.67,1346.17,1003.22,1216.57,1830.52,1374.8,1614.26,,635.55,928.23,929.12,798.62,36263.11,886.15
Oct-22,8602.16,,2590.61,39698.931129,3779.4,1553359.104,426457,900.8,389.75,1273.63,1631.78,1458.87,370.57,1641.98,3259.74,1267.79,891.13,1322.27,1685.26,1340.07,1402.7,,556.16,852.31,763.59,860.64,25061.05,811.53
Nov-22,8651.23,,2730.08,32077.681837,3888.16,1285414.687,338209,804.29,393.82,1278.65,1524.69,1377.61,369.4,1698.08,3329.04,1284.04,900.29,1295.97,1644.59,1383.6,1376.25,,556.25,822.52,682.22,935.02,32170.01,780.03
Dec-22,8489.66,,2635.63,47743.827012,3847.15,1930286.206,347490,777.48,383.43,1224.55,1319.53,1295.86,353.85,1670.45,3523.76,1372,880.86,1249.94,1632.97,1548.52,1323.66,,560.76,826.72,705.38,914.09,30378.21,758.86
Jan-23,8865.05,,2764.51,37138.412057,3881.14,1986189.894,381483,764.08,434.46,1253.77,1396.25,1393.74,352.88,1747.1,3636.32,1356.57,896.71,1232.66,1615.53,1604.06,1363.12,,580.86,785.62,718.74,958.33,30973.37,782.96
Feb-23,9188.48,,2796.71,37383.582987,3906.11,1398392.054,314245,784.18,509.17,1248.56,1251.9,1422.44,361.8,1716.92,3577.36,1338.06,954.33,1258.12,1563.24,1569.59,1364.65,,604.37,788.41,682.69,1029.24,29762.12,837.63
Mar-23,9301.09,,2682.83,42719.532052,3903.54,2120690.903,404090,796.25,555.1,1266.06,1200.48,1312.18,388.96,1735.44,3183.22,1384.2,974.47,1238.67,1528.38,1549.12,1387.83,,801.65,,619.1,1174.06,23013.48,809.38
Apr-23,8983.21,,2617.79,15426.252512,3823.37,772923.542,198068,773.46,504.01,1239.83,1178.19,1330.38,375.07,1633.42,3034.93,1410.89,943.75,1222.66,1481.89,1468.49,1353.88,,934.58,783.89,600.44,1194.79,26673.01,811.36
